TCGA-18-3414-01A-01R-0980-07	TCGA-18-3417-01A-01R-1443-07	TCGA-34-8455-01A-11R-2326-07	TCGA-37-4132-01A-01R-1100-07	TCGA-58-8386-01A-11R-2296-07	TCGA-66-2742-01A-01R-0980-07	TCGA-NC-A5HP-01A-11R-A26W-07
RNF167|26001	1473.8785	3032.2209	1523.4899	1944.2711	1095.1552	1548.8881	1028.5888
RNF168|165918	308.2887	204.8331	722.9147	156.041	592.0311	753.5004	181.2652
RNF169|254225	435.9756	251.3119	773.3269	453.2992	840.209	873.218	700.8516
RNF170|81790	577.4414	443.038	439.1179	1126.1703	521.561	480.0565	299.8783
RNF175|285533	12.9223	21.8642	21.093	6.6875	9.0136	41.4166	15.2068
RNF17|56163	3.3229	1.1507	1.9175	0.8917	0.4097	4.2358	4.2579
RNF180|285671	82.3334	43.7284	53.6913	43.6915	49.9846	47.0644	57.1776
RNF181|51255	3398.1909	3820.4833	1060.8821	1896.5671	773.9424	1292.858	1291.9708
RNF182|221687	199.7416	10.3567	7.1908	718.6803	19.6661	7.5303	6.0827
RNF183|138065	49.1047	0	6.232	7.1333	0.4097	32.9451	20.073
RNF185|91445	2122.2891	799.275	1155.8773	739.5542	1263.0298	1101.692	1383.1934
RNF186|54546	0.7384	0	0	0.8917	0	0	0
RNF187|149603	3911.3901	5273.878	3300.5753	3875.1672	3050.2919	2884.5747	5591.8491
RNF19A|25897	2924.497	1684.6951	1284.2761	1292.9113	2129.2635	2315.0959	1871.6545
RNF19B|127544	1860.0701	3965.4776	3376.3183	606.7766	2589.7777	2008.7069	1069.3431
RNF207|388591	326.3799	39.1254	284.7555	53.4998	149.9539	178.8446	321.7762
RNF208|727800	159.8671	28.7687	35.4746	70.8872	45.4778	49.8882	79.0754
RNF20|56254	1956.4335	688.1473	881.5916	610.7891	1313.5307	1155.9007	1092.4574
RNF212|285498	275.7984	8.0552	4.3145	308.5154	9.833	65.4195	6.691
RNF213|57674	1634.4803	1624.8562	4466.3902	2626.3709	5667.8398	2645.0076	2677.6095
RNF214|257160	304.9658	254.3153	535.954	489.9688	314.6574	475.8207	427.6156
RNF215|200312	345.5787	333.7169	500.9588	134.6411	227.3891	356.2772	398.4185
RNF216L|441191	225.9258	345.2244	201.3423	233.1699	237.1402	472.0555	489.562
RNF216|54476	1166.3282	1066.7434	816.8744	781.9884	878.4185	1388.8693	2033.455
RNF217|154214	168.6579	94.3613	150.4938	86.9371	379.2769	119.9953	420.517
RNF219|79596	478.357	226.6974	363.8543	678.9077	225.3406	494.2605	401.3321
RNF220|55182	1041.8571	1021.8182	1544.2665	1815.136	1323.6628	1556.2113	1017.5
RNF222|643904	1.1076	0	0.4794	0.8917	9.4233	0.4706	2.4331
RNF24|11237	541.6282	387.8021	367.6894	361.5693	424.8694	408.5186	140.5109
RNF25|64320	437.5115	270.4258	428.092	615.2474	324.9001	328.0386	427.0073
RNF26|79102	1189.5883	812.4281	2468.8399	1108.337	1002.5607	1727.7327	1225.0608
RNF2|6045	1446.9263	1111.6226	823.1064	765.0468	489.1939	1617.1314	1027.3723
RNF31|55072	882.4035	708.8608	1444.5398	736.4378	1241.1103	695.6112	2197.5791
RNF32|140545	49.1047	111.6226	29.2426	86.9371	50.3943	67.7727	63.8686
RNF34|80196	686.7934	464.626	639.0221	709.523	770.0912	559.4635	684.118
RNF38|152006	670.1126	765.2474	442.953	598.3058	789.5114	666.902	1931.2652
RNF39|80352	146.5756	11.5075	239.6932	8.025	47.1167	77.6562	47.4453
RNF40|9810	1506.3688	2349.8274	3076.2224	1394.115	1888.7637	2050.5942	2047.4453
RNF41|10193	1274.5062	1372.8423	896.9319	1898.7963	839.4961	1027.8856	766.4234
RNF43|54894	826.6568	1004.603	889.7411	3637.0932	1064.8366	821.7437	1152.0681
RNF44|22838	1126.4538	683.5443	963.5666	666.0722	1576.5646	913.5192	1269.4647
RNF4|6047	1591.2867	1065.5926	1064.7172	993.3125	1309.4336	1355.9242	1111.3139
RNF5P1|286140	164.6668	205.9839	129.9137	366.9193	70.0604	92.2461	139.9027
RNF5|6048	1287.0593	794.0161	751.6779	2693.2679	434.7024	759.1481	791.9708
RNF6|6049	826.2876	964.3268	667.3058	502.0062	846.8708	1219.9082	1239.0511
RNF7|9616	2227.8014	2538.5501	3082.9338	2185.9117	1315.9889	3003.6475	5220.1946
RNF8|9025	449.3262	317.6064	443.4324	634.4182	343.7468	454.1711	526.1557
RNFT1|51136	305.3351	414.2693	274.6884	508.6937	315.4768	638.6634	231.7518
RNFT2|84900	460.0332	54.0852	27.8044	159.1618	38.9225	123.3086	284.0633
RNGTT|8732	462.2485	584.58	438.6385	794.9175	263.4436	463.1133	403.8929
RNH1|6050	2838.1023	2126.5823	5434.8035	1562.1935	4585.0661	2610.6601	4555.3528
RNLS|55328	93.7788	159.954	70.4698	230.4949	111.4412	165.6665	71.7762
RNMTL1|55178	126.6384	140.3913	104.9856	262.5947	130.2878	104.4829	111.3139
RNMT|8731	699.6493	504.0276	547.4593	546.5894	1000.9218	1314.9782	749.3917
RNPC3|55599	108.5472	32.2209	90.604	156.9327	158.9675	141.8379	167.8832
RNPEPL1|57140	1813.1807	1109.3211	2449.185	1229.6032	1993.6495	1169.5494	1660.5839
RNPEP|6051	1738.6007	2689.298	1649.5686	983.0584	1758.8856	1389.3399	3118.6131
RNPS1|10921	3454.3105	2481.0127	1978.907	4437.8065	2437.7753	3123.6616	2666.0584
RNU11|26824	0	0	0	0	0	0	0
RNU4ATAC|100151683	0	0	0	0	0	0	0
RNU5E|26829	0	0	0	0	0	0	0
RNU6ATAC|100151684	0	0	0	0	0	0	0
RNY4|6086	0	0	0	0	0	0	0
RNY5|6090	0	0	0	0	0	0	0
ROBLD3|28956	776.0753	1134.6375	582.4545	846.634	476.4929	949.2882	830.9002
ROBO1|6091	912.6823	2892.9804	1900.2876	987.0709	495.7493	1156.842	834.5499
ROBO2|6092	155.8058	101.2658	15.3404	28.979	50.3943	360.0424	187.9562
ROBO3|64221	246.631	51.7837	145.7335	156.9327	837.4475	44.2405	104.0146
ROBO4|54538	227.4322	180.6674	370.0863	132.8578	746.9016	228.2621	223.236
ROCK1|6093	738.0469	547.756	1081.4957	1224.6991	1264.7752	1275.4442	709.854
ROCK2|9475	322.3186	420.023	721.9559	836.3798	874.3214	708.3186	839.4161
ROD1|9991	4066.0882	3052.9344	3513.9022	2915.292	3870.9413	3574.5382	2422.1411
ROGDI|79641	643.8988	314.1542	643.8159	652.2514	448.2229	312.5074	517.6399
ROM1|6094	71.9956	41.4269	76.2224	55.2831	33.5962	44.2405	64.4769
ROMO1|140823	858.0395	963.1761	691.2752	2258.1364	519.9222	1536.1807	644.1606
ROPN1B|152015	9.5994	2.3015	4.3145	0.4458	5.3262	0	11.5572
ROPN1L|83853	50.5815	11.5075	3.8351	9.3625	7.7845	4.7064	3.6496
ROPN1|54763	2.9537	0	0.9588	0	6.1457	0	8.5158
ROR1|4919	12.1839	21.8642	46.9799	27.1957	109.8023	24.9441	7.2993
ROR2|4920	158.3903	322.2094	191.2752	132.8578	140.5306	100.2471	390.5109
RORA|6095	830.7181	269.275	318.7919	685.6888	243.3678	166.1372	737.2263
RORB|6096	3.3229	1.1507	4.3145	0	6.1457	2.3532	0
RORC|6097	21.0449	11.5075	150.5273	79.358	191.7443	39.5341	42.5791
ROS1|6098	22.1525	125.4315	904.6021	8.4708	2665.1644	403.8122	70.5596
RP1-177G6.2|286411	0	0	0	0	0	0	6.691
RP1L1|94137	14.3991	4.603	10.0671	0.4458	4.9165	6.1184	4.2579
RP1|6101	7.3842	3.4522	0.9588	1.3375	8.6039	0.4706	3.0414
RP2|6102	541.6282	278.481	342.7613	616.1391	443.3064	519.1199	340.6326
RP9P|441212	118.885	181.8182	141.8984	489.0771	109.8023	175.5501	274.3309
RP9|6100	155.8058	209.4361	124.6405	264.8239	92.1848	189.6694	222.0195
RPA1|6117	1493.4466	2530.4948	1842.2819	1644.6723	1544.6072	2826.2148	1661.8005
RPA2|6118	1506.3688	1942.4626	849.9521	2121.2662	730.9229	687.6103	664.8418
RPA3|6119	439.7268	896.4327	236.3375	1112.7954	156.0996	565.7136	420.3163
RPA4|29935	2.2152	0	0.4794	0	2.868	0	1.2165
RPAIN|84268	265.276	565.3855	300.2157	823.0495	333.9998	312.7897	563.2117
RPAP1|26015	588.1484	484.4649	838.9262	373.6068	601.4545	498.8822	587.5912
RPAP2|79871	302.0122	249.7123	279.9616	497.5479	260.1659	424.9912	229.927
RPAP3|79657	540.8898	616.8009	715.2445	789.1217	705.1111	572.3026	757.2993
RPE65|6121	0	0	0.4794	1.3375	2.868	0	0
RPE|6120	890.8141	1389.275	1070.163	1462.3228	601.7495	960.3342	1053.3759
RPF1|80135	752.0768	697.3533	772.2915	1304.0571	486.3259	868.3375	411.8005
RPF2|84154	474.8016	509.7814	364.813	549.2644	494.5201	440.9931	559.0024
RPGRIP1L|23322	110.3932	102.4166	165.8677	181.4534	237.6319	209.907	178.8321
RPGRIP1|57096	2.2152	0	8.629	7.5791	6.5554	4.7064	7.2993
RPGR|6103	122.2079	49.4822	156.7593	117.6995	454.3685	184.9629	136.8613
RPH3AL|9501	156.5442	108.1703	142.8571	237.6282	238.4513	102.1297	41.3625
RPH3A|22895	1.846	2.3015	1.4382	4.9041	6.1457	0.9413	9.7324
RPIA|22934	245.5234	941.3119	439.5973	431.5649	358.4964	555.8301	651.4599
RPL10A|4736	14337.8254	16223.2451	10484.6596	21918.8587	8891.1195	13487.2338	9054.1363
RPL10L|140801	0	0	0	0	0	0	0
RPL10|6134	12176.8322	23641.1623	12934.4679	20984.436	13307.0941	17657.0185	11563.8017
RPL11|6135	6949.9723	13794.0161	13239.2138	13851.5381	12864.0787	7911.0484	8607.6642
RPL12|6136	9223.9247	22461.4499	7421.3806	21134.6411	14858.9573	8542.6521	9486.0097
RPL13AP17|399670	1.1076	1.1507	2.8763	0	14.7496	1.4119	9.1241
RPL13AP20|387841	47.6278	70.1956	35.4746	49.9331	30.3185	35.2983	25.5474
RPL13AP3|645683	19.568	32.2209	9.1083	27.6416	5.7359	13.178	12.7737
RPL13AP6|644511	5.5381	5.7537	2.8763	13.3749	5.7359	8.9422	6.0827
RPL13A|23521	17644.4526	23437.2842	14839.8849	24891.663	9422.1039	16240.9695	7492.0925
RPL13P5|283345	9.2302	29.9194	17.2579	11.5916	14.7496	10.3542	10.9489
RPL13|6137	16766.8451	19620.2532	9603.0681	28871.6005	9816.245	14654.4299	16274.3309
RPL14|9045	3649.9908	12077.1001	4040.7478	6820.7757	4496.159	4408.048	3047.4453
RPL15|6138	12587.0408	18904.4879	8592.0422	23279.9822	9002.151	15735.4983	8664.8418
RPL17|6139	3989.7508	7133.0495	3008.7728	12327.383	3749.0362	5359.3034	3205.5414
RPL18A|6142	3311.7962	3033.3717	2369.1275	3456.5314	2540.2028	6997.9998	1743.309
RPL18|6141	17907.3288	22241.6571	10240.1726	22574.2309	8482.6385	13979.527	7252.4331
RPL19P12|100129424	23.9985	63.2911	15.3404	80.2497	40.1516	115.3077	161.8005
RPL19|6143	8262.8761	24429.229	11869.6069	22526.9728	12813.6843	24068.2433	15814.4769
RPL21P44|402176	2.2152	0	0.9588	0	2.0486	1.8826	1.2165
RPL21|6144	9.5994	0	0	11.5916	2.4583	33.4157	11.5572
RPL22L1|200916	653.129	1649.0219	497.6031	1332.5903	296.6301	2189.4341	1436.1314
RPL22|6146	5308.4733	6042.5777	6414.6692	7803.8342	5048.8579	4704.0828	3468.9781
RPL23AP32|56969	0	0	0	0	0	1.4119	0.6083
RPL23AP53|644128	161.7131	97.8136	181.6874	115.0245	171.6685	187.3162	150.2433
RPL23AP64|649946	3.6921	1.1507	3.8351	8.9166	8.6039	8.0009	5.4745
RPL23AP7|118433	91.1944	108.1703	217.162	198.395	40.5613	56.0066	187.3479
RPL23AP82|284942	189.4037	116.2255	307.9914	153.366	154.3337	130.8389	225.0608
RPL23A|6147	1963.4484	5532.7963	2333.1735	7709.7637	2325.105	7425.3442	2561.4355
RPL23P8|222901	70.8879	140.3913	59.9233	159.6077	86.8585	181.1978	116.18
RPL23|9349	3228.3552	9792.8654	4870.0863	18968.346	5985.0456	18331.0978	8264.5985
RPL24|6152	11902.1599	22896.4327	9079.0988	19219.3491	4459.6948	18245.4406	6492.7007
RPL26L1|51121	257.338	487.9171	229.6261	445.3856	301.9564	220.2612	218.9781
RPL26|6154	3327.6721	10734.1772	4962.6079	9144.4494	7272.7645	5286.269	4827.8589
RPL27A|6157	8721.0633	17674.3383	12603.5475	26761.4802	12595.7185	11495.9407	10400.8516
RPL27|6155	3984.1241	14187.5719	6883.5091	28177.4409	5021.4074	12663.1368	8114.9635
RPL28|6158	16801.9199	22128.8838	11904.6021	15658.0473	8589.9826	10608.3069	6663.017
RPL29P2|118432	0	0	1.4382	0	0.4097	0.4706	0
RPL29|6159	6801.9199	17168.0092	6401.2464	10313.8654	6533.6474	6301.4472	4600.365
RPL30|6156	14398.3755	20253.1646	13813.9981	32241.1948	13792.8915	15148.6057	16846.1071
RPL31P11|641311	2.2152	4.603	2.3969	8.025	0.4097	1.8826	9.1241
RPL31|6160	6525.7523	14970.0806	8363.8543	24081.1413	6586.9098	5998.3527	9512.7737
RPL32P3|132241	112.5715	40.2762	164.5158	132.4744	182.8741	271.6414	501.5815
RPL32|6161	15147.4986	19921.7491	8478.4276	18462.7731	8612.1069	11134.0158	8251.2165
RPL34|6164	3478.309	7516.6858	3792.4257	8489.9688	4063.0954	3550.5354	3781.6302
RPL35A|6165	10536.0901	22392.4051	10098.2742	23798.4842	6491.4473	29511.2366	7838.1995
RPL35|11224	10323.4263	12566.168	5269.4151	23837.7173	13498.7197	6572.5379	7423.9659
RPL36AL|6166	1671.4048	2715.7652	2691.2752	3175.2118	1883.0278	2205.9066	3080.9002
RPL36A|6173	35.8132	33.3717	46.9799	489.0771	153.6413	120.0141	174.5742
RPL36|25873	7736.3855	6469.5052	6209.9712	9712.4387	8486.7356	6482.1744	6377.129
RPL37A|6168	8751.7076	14996.5478	12757.4305	26473.0272	11438.6971	12697.9645	12509.1241
RPL37|6167	20050.2123	37611.0472	21431.9271	15146.6786	23754.1739	11400.4	13072.9927
RPL38|6169	3987.8161	11962.0253	4688.8782	9337.9403	5582.3005	6698.6704	4335.1582
RPL39L|116832	859.1471	554.6605	328.3797	1329.9153	265.9019	2874.2205	258.5158
RPL39|6170	370.3157	757.1922	236.3375	937.1378	261.3951	462.6427	392.944
RPL3L|6123	1.846	0	0.9588	0	2.868	0	17.6399
RPL3|6122	27665.4975	37226.6974	36008.629	35786.0009	42753.2521	28716.3196	27209.854
RPL41|6171	13652.5752	31414.2693	15025.4075	26148.4619	14084.6051	12886.6926	11878.9538
RPL4|6124	20379.1767	32395.8573	32598.2742	27312.9737	18223.0872	17752.2061	22283.455
RPL5|6125	12648.3293	24466.0529	15367.6894	43658.0473	13418.8262	24275.7972	10299.8783
RPL6|6128	4600.3323	10159.954	7450.1438	9576.9059	7310.0481	6795.1524	6582.7251
RPL7A|6130	15245.3387	20035.6732	8918.0249	37976.8168	9323.3637	12885.7513	10529.8054
RPL7L1|285855	1068.4881	921.7491	1145.7335	1871.4311	894.3972	1013.2957	1020.6813
RPL7|6129	1435.4809	2910.2417	1475.0719	5185.0201	1638.4308	2045.8878	1163.6253
RPL8|6132	36056.1196	66317.6064	31746.884	93738.2969	53424.1524	32494.6464	31017.0316
RPL9|6133	2230.755	1952.8193	992.3298	7770.3968	140.5306	281.9155	2097.3236
RPLP0P2|113157	79.3797	127.733	207.0949	204.6366	49.1652	57.4185	167.2749
RPLP0|6175	31733.801	79532.7963	32942.953	55697.2804	21688.4154	37051.8885	20913.6253
RPLP1|6176	31784.7517	52181.8182	32541.2272	44274.1864	17759.2953	21587.0102	26691.6058
RPLP2|6181	5595.7172	12032.2209	7877.7565	14293.8029	12217.5561	7090.2459	7459.2457
RPN1|6184	10453.3875	26875.7192	11139.5014	20638.8765	8214.2784	19685.1394	7793.1873
RPN2|6185	9722.7248	21098.9643	9600.1918	11506.4646	8524.429	15661.6072	6987.2263
RPP14|11102	356.2858	505.1784	306.3279	386.0901	395.78	391.5755	359.4891
RPP21|79897	458.5564	347.5259	372.9626	780.642	175.1306	361.9249	519.4647
RPP25|54913	733.9856	667.4338	642.3778	967.9001	278.6029	256.9714	440.9976
RPP30|10556	670.4818	418.8723	366.2512	865.3589	247.4649	452.7591	553.528
RPP38|10557	392.0989	392.4051	211.8888	358.0027	258.5271	280.5036	267.6399
RPP40|10799	199.0031	97.8136	111.697	205.0825	117.1771	135.5454	130.7786
RPPH1|85495	59.0733	18.412	25.4075	197.9492	8.6039	34.357	16.4234
RPRD1A|55197	1203.9874	844.649	902.2052	4827.9091	668.6469	1771.9732	614.3552
RPRD1B|58490	1444.3419	914.8446	1139.0221	1072.6705	1181.1943	1768.6787	1216.545
RPRD2|23248	1395.6064	797.4684	1767.0182	880.0713	1430.2981	2193.6698	2032.8467
RPRML|388394	0	0	0	0	1.6388	0.4706	0
RPRM|56475	128.4844	5.7537	12.464	1.3375	6.9651	77.1856	139.2944
RPS10P7|376693	55.012	35.6732	30.6807	59.7414	47.9361	75.303	112.5304
RPS10|6204	7430.6812	11844.649	4833.1735	20341.0611	4578.9204	9836.4513	6618.0049
RPS11|6205	28027.3214	49607.5949	16495.6855	40051.2706	8651.0294	20012.2367	11129.562
RPS12|6206	16062.027	25620.2532	12976.5101	25038.7873	15133.8728	16161.9014	15437.3479
RPS13|6207	9402.2522	8262.3705	5043.1448	11528.7561	5995.2883	5620.4259	5332.1168
RPS14|6208	9216.5405	21013.809	8828.3797	19206.8658	9774.0449	11986.822	7423.9659
RPS15AP10|728963	3.6921	0	1.9175	3.1208	4.0971	3.7651	1.8248
RPS15A|6210	7415.5437	18126.5823	9645.2541	21286.2238	5987.9136	8961.9955	8248.7835
RPS15|6209	4334.5025	3708.8608	3794.8226	5185.0201	6450.0666	3677.1385	3411.1922
RPS16|6217	12467.7866	29287.687	12863.8543	25247.4365	8122.5033	25606.7773	14534.0633
RPS17|6218	11022.3371	19756.0414	13430.0096	20130.6286	8125.3713	6382.8686	22289.5377
RPS18|6222	31148.6062	55829.6893	18023.4899	50504.2354	19174.8438	32336.0395	25639.2944
RPS19BP1|91582	1741.9236	1150.748	2289.07	1665.1806	1011.1646	1019.414	1470.8029
RPS19|6223	17548.0893	31712.313	14010.5465	27856.4423	10037.8982	22665.7254	11715.3285
RPS20|6224	11985.6009	17036.8239	11796.2608	40791.7967	10763.9045	12935.1688	7861.9221
RPS21|6227	6631.715	13799.7699	7599.233	13769.0593	8103.247	13029.2976	6810.8273
RPS23|6228	6028.429	12143.8435	11837.0086	13614.8016	7237.9392	10768.7963	6801.0949
RPS24|6229	11539.2284	20843.4983	13104.0268	21775.7468	12927.9934	18811.1543	18490.8759
RPS25|6230	4988.0007	7530.4948	8286.1937	11501.5604	4903.8205	8290.8577	7918.4915
RPS26P11|441502	0.7384	2.3015	0	0.8917	0.8194	1.4119	0.6083
RPS26|6231	490.3083	828.5386	340.8437	1358.8943	328.1778	623.1321	472.6277
RPS27A|6233	8810.4117	22340.6214	7919.4631	14128.8453	7125.6786	8405.2241	13020.6813
RPS27L|51065	501.3845	894.1312	703.2598	703.5221	515.4153	313.4486	736.618
RPS27|6232	1003.8767	2677.7906	28.7632	1821.6674	557.6155	1628.4269	1127.7372
RPS28|6234	513.9376	617.9517	16.7785	880.0713	19.2564	252.7356	3.0414
RPS29|6235	5864.8699	9285.3855	6600.6711	12053.0539	4236.8125	6891.6343	7274.9392
RPS2P32|256355	29.9059	6.9045	40.2685	98.5288	13.9301	75.7736	74.2092
RPS2|6187	10405.7596	13294.5915	7931.4477	16615.2474	10150.9782	11877.6327	9065.6934
RPS3A|6189	8163.9284	10619.1024	3874.4008	26769.5051	3925.8425	8069.1846	3393.5523
RPS3|6188	22062.3962	32096.6628	25713.8063	67875.613	32027.8603	33058.4775	21097.3236
RPS4X|6191	19854.9012	31972.382	15704.2186	42378.9568	11574.3112	25412.4015	19079.6837
RPS4Y1|6192	5134.5763	3522.4396	720.9971	3.5667	4570.3165	7905.8713	670.9246
RPS4Y2|140032	0.3692	0	0	0	0.4097	0.4706	0
RPS5|6193	18309.0271	29701.9563	9200.8629	39798.93	7820.9567	19456.4066	6477.4939
RPS6KA1|6195	1427.3583	1698.504	1591.0834	1659.3848	1201.6798	872.1026	607.6642
RPS6KA2|6196	541.6282	423.4753	772.2915	253.6781	1728.9767	637.2514	272.5061
RPS6KA3|6197	1104.3013	554.6605	1334.1323	1028.5332	2254.2251	1759.7364	1904.5012
RPS6KA4|8986	857.6703	785.9609	1389.2617	617.9224	3146.5738	965.7607	1498.1752
RPS6KA5|9252	290.1975	35.6732	151.0067	116.8078	197.0706	203.7887	52.3114
RPS6KA6|27330	30.6443	0	54.65	67.7664	5.7359	27.768	12.1655
RPS6KB1|6198	1101.7168	452.244	1022.5312	559.9643	875.5505	1267.9139	788.3212
RPS6KB2|6199	1333.9487	985.0403	1356.6635	3209.5408	2333.7089	1234.4982	783.455
RPS6KC1|26750	502.4922	455.6962	565.1965	593.4017	658.4042	526.6502	1018.2482
RPS6KL1|83694	73.4724	57.5374	11.9847	167.1868	82.7614	46.5937	60.8273
RPS6|6194	24370.6849	43271.5765	15496.1649	84423.5399	15873.3996	26219.5552	10427.6156
RPS7|6201	4415.3591	19304.9482	6170.6616	26205.0825	6277.5786	8896.1054	10020.073
RPS8|6202	19630.4227	36692.7503	18930.0096	48345.9652	18770.4599	25162.0191	11814.4769
RPS9|6203	14494.7388	15472.9574	12127.9962	24247.4365	8131.517	11769.8553	6751.8248
RPSAP52|204010	10.707	5.7537	12.464	2.675	19.2564	1.4119	13.9903
RPSAP58|388524	9438.0653	29784.8101	5218.6002	11528.3103	7921.3357	6722.2026	5087.5912
RPSAP9|653162	29.5366	40.2762	11.9847	36.1123	20.0758	17.4138	17.6399
RPSA|3921	6049.1047	29860.7595	3511.9847	11886.313	4962.8188	6970.2318	3087.5912
RPTN|126638	1.4768	0	4.3145	1.7833	0	2.3532	0.6083
RPTOR|57521	547.5355	431.5305	1020.6136	415.5149	1497.4905	776.5572	606.4477
RPUSD1|113000	705.1874	357.8826	305.3691	682.568	574.0039	358.1598	456.2044
RPUSD2|27079	346.6864	124.2808	199.9041	226.0366	157.7384	135.5454	239.0511
RPUSD3|285367	429.7582	418.8723	376.7977	530.0936	449.0423	294.1523	354.0146
RPUSD4|84881	498.0617	407.3648	805.3691	855.9964	477.3123	552.0649	495.7421
RQCD1|9125	413.8822	248.5616	335.0911	641.5515	287.6165	410.8719	254.2579
RRAD|6236	16.2452	64.4419	117.4497	213.5533	732.152	95.07	26.764
RRAGA|10670	1671.0356	1490.2186	1024.4487	2721.8012	1017.3103	1462.7603	930.6569
RRAGB|10325	532.7672	178.3659	310.6424	301.3821	176.5851	299.3293	222.0195
RRAGC|64121	514.7425	347.5259	396.4525	423.9857	556.0545	647.2385	317.5
RRAGD|58528	445.2649	410.817	315.9156	458.3148	430.1956	1092.3638	984.7932
RRAS2|22800	371.4233	469.5052	652.9243	429.3357	431.0151	580.7742	482.9684
RRAS|6237	2197.1571	1756.0414	1067.1141	471.6897	771.0745	726.2031	580.292
RRBP1|6238	3213.2176	5338.3199	7074.3049	3586.7142	8997.2345	3461.5837	6922.1411
RREB1|6239	1124.2385	558.1128	2122.7229	372.7151	1456.9292	1400.6354	1001.2165
RRH|10692	1.1076	1.1507	0	0.4458	3.6874	0.9413	1.8248
RRM1|6240	1298.8739	1535.0978	1975.5513	1942.4877	2577.0767	1851.5119	2130.1703
RRM2B|50484	1017.5374	1562.7158	932.4065	1219.3491	1164.8059	1294.7406	1212.2871
RRM2|6241	1160.4209	2504.0276	1791.9463	1938.4753	636.6895	1430.2859	855.2311
RRN3P1|730092	26.583	4.603	30.2013	88.7205	40.5613	22.1202	82.7251
RRN3P2|653390	9.2302	4.603	5.7526	28.979	8.1942	10.8248	12.1655
RRN3P3|100131998	30.0978	13.809	46.6922	27.1779	49.8617	40.9978	44.9757
RRN3|54700	878.3459	1311.8527	1330.7766	1260.8114	788.2823	1134.2511	934.3066
RRP12|23223	876.8691	887.2267	964.5254	592.9559	909.1468	837.7456	1251.8248
RRP15|51018	589.256	509.7814	680.2493	652.6973	499.8464	557.7127	792.5791
RRP1B|23076	880.5612	744.5339	1011.5053	889.8796	1276.6568	888.1045	734.7932
RRP1|8568	659.7748	353.2796	638.0633	775.7468	612.9264	487.1161	542.5791
RRP7A|27341	1545.5049	1605.2934	1936.721	1171.1993	1356.5502	761.0307	990.2676
RRP7B|91695	122.3999	166.4672	183.72	116.3888	254.852	132.2038	257.8163
RRP8|23378	169.8357	215.1899	255.9923	419.0816	302.7758	178.3739	257.9075
RRP9|9136	438.25	1327.9632	443.4324	490.4146	689.9519	424.9912	355.2311
RRS1|23212	498.8001	288.8377	579.5781	679.4472	898.904	395.8113	352.7981
RS1|6247	1.846	0	0.4794	0.8917	24.5826	2.3532	1.2165
RSAD1|55316	367.7312	498.2739	524.9281	728.0428	616.6137	696.0819	516.4234
RSAD2|91543	414.9898	89.7583	230.5849	596.5225	94.643	172.2556	144.7689
RSBN1L|222194	565.9701	331.0587	467.9195	516.2238	447.0019	644.8853	524.9818
RSBN1|54665	643.8988	294.5915	561.3615	790.905	460.5142	692.7874	229.927
RSC1A1|6248	175.0674	90.1841	287.4688	164.3246	303.3904	137.7056	171.3321
RSF1|51773	484.401	239.3556	1377.7565	506.0187	1127.1126	801.9767	717.7616
RSL1D1|26156	3505.9996	4853.855	3593.4803	5711.547	2320.1885	4568.5375	2658.1509
RSL24D1|51187	2693.0035	2987.3418	1560.8821	8084.2621	839.4961	1455.23	1250.6083
RSPH10B2|728194	3.3229	0	3.3557	1.7833	1.6388	1.4119	2.4331
RSPH1|89765	24.7369	4.603	6.232	30.3165	19.2564	11.7661	11.5572
RSPH3|83861	120.3618	105.8688	241.1314	110.5662	315.0671	197.6703	226.2774
RSPH4A|345895	11.8147	0	3.8351	9.8083	13.9301	8.0009	4.2579
RSPH6A|81492	0.3692	1.1507	0	0.4458	0	0	0
RSPH9|221421	10.3378	9.206	3.8351	43.2457	3.2777	0	3.6496
RSPO1|284654	3.6921	3.4522	6.232	2.2292	15.9787	2.8239	0.6083
RSPO2|340419	1.1076	10.3567	2.3969	17.8333	34.4157	1.8826	1.8248
RSPO3|84870	53.166	135.7883	43.6242	15.6041	14.3399	27.768	20.073
RSPO4|343637	8.861	5.7537	14.861	37.4498	59.8177	13.6487	15.2068
RSPRY1|89970	831.4565	402.7618	508.1496	435.5774	782.5463	531.3566	397.8102
RSRC1|51319	424.9585	523.5903	394.0556	393.2234	344.5662	1364.3958	701.9465
RSRC2|65117	1218.0174	1165.7077	1828.8591	1365.136	1204.9575	1067.4197	1723.236
RSU1|6251	1524.46	2279.6318	1084.8514	918.8587	1967.8378	943.6404	940.3893
RTBDN|83546	1.1076	1.1507	1.4382	2.675	0.4097	1.4119	0.6083
RTCD1|8634	430.8658	628.3084	580.0575	754.3469	761.2414	992.5874	530.4136
RTDR1|27156	18.0912	19.5627	3.8351	2.675	2.0486	1.8826	3.6496
RTEL1|51750	579.125	175.8458	557.8859	291.3732	653.459	417.3338	414.8844
RTF1|23168	1851.9476	1017.2612	1459.2522	1217.5658	1073.0308	1202.0238	1270.6813
RTKN2|219790	244.7849	87.4568	145.2541	463.2189	1263.546	505.9419	171.5328
RTKN|6242	900.8676	1339.4707	593.4803	912.617	1353.2726	489.4693	1663.017
RTL1|388015	0.3692	0	0	0.8917	4.5068	0	0.6083
RTN1|6252	73.1032	32.2209	22.0518	66.8747	95.4625	44.2405	31.6302
