TCGA-5L-AAT1-01A-12R-A41B-07	TCGA-A2-A0CS-01A-11R-A115-07	TCGA-A2-A0SV-01A-11R-A084-07	TCGA-A2-A0SW-01A-11R-A084-07	TCGA-A2-A0T2-01A-11R-A084-07	TCGA-A8-A07W-01A-11R-A00Z-07	TCGA-A8-A08J-01A-11R-A00Z-07	TCGA-A8-A08O-01A-21R-A056-07	TCGA-A8-A08T-01A-21R-A00Z-07	TCGA-AC-A62V-01A-11R-A31O-07	TCGA-AN-A0FJ-01A-11R-A00Z-07	TCGA-AO-A0J5-01A-11R-A034-07	TCGA-B6-A0I9-01A-11R-A034-07	TCGA-B6-A0IB-01A-11R-A034-07	TCGA-B6-A0X1-01A-11R-A109-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-BH-A1FH-01A-12R-A13Q-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-PL-A8LX-01A-11R-A41B-07	TCGA-UU-A93S-01A-21R-A41B-07
LYPD5|284348	48.8998	116.2898	48.9478	83.3581	256.3531	63.8754	70.8583	28.3245	31.9468	12.8965	21.0084	48.5001	38.2409	110.8597	134.8009	34.2474	48.9202	110.652	53.8556	26.0492
LYPD6B|130576	1528.9324	144.9008	181.7256	337.8197	25.4124	272.6623	273.1204	252.4211	683.1947	931.4613	0	297.7292	77.1192	292.5016	59.2472	315.5657	129.4218	282.3691	574.1627	565.8466
LYPD6|130574	1032.5998	480.8491	146.2807	251.8292	13.3749	186.2239	81.5037	360.3041	394.3428	211.3365	36.6146	73.7314	64.0535	174.2081	10.3275	187.3125	454.834	442.1488	89.0175	149.0593
LYPLA1|10434	1180.1141	1492.3858	3506.5165	1515.3626	1802.4967	4402.0021	2811.3772	2533.375	2513.4775	2564.7426	1376.9508	1486.4031	1828.2345	1171.2993	1814.377	1031.2674	1705.0855	1735.5372	486.9256	321.2735
LYPLA2P1|653639	83.9446	48.4541	89.4563	103.1008	175.2118	85.1672	103.7924	51.6505	70.5491	126.053	49.2197	51.8643	63.7349	80.1551	42.3971	51.7206	68.1167	108.8154	102.3701	124.4573
LYPLA2|11313	1773.4311	1277.8034	1982.1031	2183.5436	4284.4405	1567.3314	1401.5303	972.1962	1087.188	2828.4971	1394.3577	934.3987	1176.5456	1906.9166	600.6251	1182.5852	1085.8426	2453.168	1752.3089	2598.4081
LYPLAL1|127018	678.8916	608.2141	665.5771	622.5534	329.4695	303.4877	430.1397	424.4507	544.426	430.1612	177.6711	256.5181	430.8477	665.8048	637.0431	453.2544	318.6005	702.9385	262.1564	1743.8495
LYRM1|57149	410.7579	1065.0669	822.5475	360.6335	1292.4654	614.9202	358.9488	720.6081	767.0549	168.9028	451.3806	410.1486	551.6252	914.6736	595.1896	421.4532	544.9338	601.9284	838.0995	513.7482
LYRM2|57226	1044.5477	707.4481	632.2138	820.3359	1135.5595	541.9401	727.7745	644.0321	1161.3278	1052.7218	391.5846	483.381	1645.4047	837.7925	1679.4673	1011.6275	1247.0563	902.2039	1149.309	211.809
LYRM4|57128	346.3733	333.1795	266.9622	332.9937	384.7526	289.1873	297.4052	343.6426	347.7537	401.4561	463.9856	275.021	398.6616	455.7207	131.5396	395.5929	278.0401	350.7805	328.4745	306.0781
LYRM5|144363	234.7188	473.4656	290.0296	186.4589	301.8279	152.8561	235.8616	300.3228	381.0316	185.5434	182.473	167.9282	198.5341	312.8636	784.8893	188.0115	366.2822	250.2296	310.2259	83.2127
LYRM7|90624	157.2942	306.8759	354.168	351.4202	239.8573	205.609	176.314	532.7502	434.2762	86.5315	343.9376	212.7839	373.1676	221.7195	339.1765	253.0117	419.2275	303.0303	180.7055	158.466
LYSMD1|388695	308.8835	269.497	407.3354	329.4839	350.8694	257.7262	306.7199	354.056	504.8253	283.3073	196.2785	389.1225	495.2199	417.5824	358.7444	160.4038	217.3543	207.0707	364.9716	378.437
LYSMD2|256586	242.0538	163.821	346.2914	94.765	70.8872	88.9807	153.3599	54.1497	43.9268	53.2501	148.2593	79.3384	84.7674	18.746	548.9876	68.8443	112.7022	325.9871	702.7929	274.2402
LYSMD3|116068	430.3178	449.9308	718.4632	707.6664	355.7735	519.2659	790.0865	1042.5909	706.822	300.78	455.5822	873.5632	655.8317	326.7615	593.5589	479.1147	777.4596	487.1442	265.7171	275.6874
LYSMD4|145748	168.9813	98.8786	117.3452	42.2845	145.8671	111.5341	72.9541	95.9992	91.5008	169.5351	124.1297	100.984	201.6252	106.1183	106.6721	176.5036	167.4959	237.9155	102.1832	231.5774
LYST|1130	1402.608	573.1426	553.3348	1366.6342	279.9822	787.4791	863.2735	1348.7452	707.1547	110.6604	172.8691	1664.7042	2322.1797	564.318	914.2547	345.9691	1426.1166	516.0698	522.5325	206.9465
LYVE1|10894	57.0497	28.1495	24.7552	46.9438	25.8582	28.2831	26.2808	29.1576	22.9617	43.6817	52.2209	44.2949	13.3843	15.1907	12.5017	20.9678	662.8996	67.034	34.2717	23.8784
LYZL1|84569	0	0	0	0	0.4458	1.9067	0	0	0	0.416	0	0	0	0	0	0.3495	0	4.1322	0	1.4472
LYZL2|119180	0	0	0.5626	0	2.2292	5.0846	0.3327	0.4165	0	11.2324	0	0.2803	0	0	0	0	0.6192	101.4692	0	32.5615
LYZL4|131375	0	0	0	0.4387	0	0.3178	0	0	0	0	0	0	0.3187	0	0	0	0	0	0	1.4472
LYZL6|57151	0	0	0	0.4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYZ|4069	10801.141	2443.0088	3583.0326	10541.2902	1465.8939	5738.937	2357.2854	661.8765	3867.2213	1686.1154	866.7467	907.2049	5483.4289	181.6419	770.2133	1353.1235	1000.0774	2833.7925	410.8156	337.1925
LZIC|84328	286.0636	274.5731	320.4109	388.712	649.5765	421.0694	308.7159	556.4928	555.4077	128.5491	547.419	363.3305	302.7406	377.1816	268.5147	480.5126	459.1687	319.5592	283.0756	379.8842
LZTFL1|54585	1013.0399	1058.1449	704.1164	287.8048	407.49	623.8182	598.8024	849.3179	826.2895	351.9501	320.5282	351.2756	322.1797	531.351	321.7829	352.2594	709.0332	588.1543	815.4	295.2243
LZTR1|8216	1270.7335	714.3516	856.6224	697.7907	123.0495	651.4658	673.4298	787.708	888.6023	1082.4753	762.545	1104.3061	576.2078	1120.7111	581.0572	696.1317	889.5673	1105.1423	968.5101	1169.8987
LZTS1|11178	294.2135	83.0641	301.2819	307.9863	304.5029	242.7902	252.495	384.8797	174.0433	206.7603	245.4982	561.8167	165.7106	112.4758	132.6267	435.0823	1359.548	439.8531	217.2026	133.864
LZTS2|84445	2001.63	1253.8071	1007.6488	1180.614	2053.9456	1121.7923	1040.2528	1402.0619	1489.8502	5230.9932	2282.7131	1082.9829	1354.0472	1526.5029	827.2863	2105.8683	1327.9666	2301.1938	1320.1291	1816.932
M6PR|4074	3072.0456	3918.1864	3925.1437	2519.8102	1833.4329	2861.3363	3724.3779	3479.8209	2491.9068	2725.0172	5400.9244	2759.9439	3836.6603	2826.7712	7652.8333	3006.1846	2668.0672	3000.1607	3052.9698	719.9204
MAB21L1|4081	35.0448	20.3046	10.6897	10.0907	7.5791	7.6269	21.9561	38.3214	15.3078	10.4004	15.006	31.9596	14.3403	4.2017	0.5436	16.4248	135.6142	62.4426	144.2083	6.5123
MAB21L2|10586	1.63	0	0.2813	1.3162	0	0.3178	1.996	0.4165	1.9967	0	0.6002	1.4017	0.3187	0.3232	0	0	0.3096	1.3774	0	0
MACC1|346389	301.5485	1164.2824	395.5204	635.2765	1420.8649	217.0493	302.0625	993.023	750.7488	127.3011	648.2593	238.5758	1819.6303	577.2463	160.3479	780.003	385.1691	702.4793	52.9654	410.275
MACF1|23499	3262.4287	3410.2446	2334.0207	4121.8388	3238.9657	6198.1409	3702.9275	19106.9457	8860.5657	1447.7379	8653.0612	5773.7595	3627.7884	2303.1674	6243.7831	12389.5367	8642.4646	3542.6997	7829.0865	2273.5166
MACROD1|28992	270.5786	219.197	229.8294	289.121	316.0945	261.2219	206.2542	239.925	235.2745	2998.6479	315.1261	460.8915	886.2333	532.3206	128.8219	107.2854	68.736	326.9054	342.7173	1439.9421
MACROD2|140733	75.7946	71.9889	14.3468	33.782	116.362	26.3764	63.5396	99.1357	280.5324	6.6563	10.2041	160.6392	30.9114	14.2211	22.2856	70.9411	410.5581	81.7264	94.8036	5.7887
MAD1L1|8379	387.1231	379.3263	575.8395	416.7905	935.3544	413.7602	394.5442	329.8969	346.7554	1152.7821	495.1981	405.3827	159.9745	657.7246	175.0238	416.2113	380.5248	558.3104	658.7293	884.9493
MAD2L1BP|9587	556.6422	442.5473	426.1831	465.9279	395.0067	527.5284	577.179	529.8344	417.6373	814.9766	198.6795	457.8077	565.0096	570.1357	597.3638	412.7166	347.3953	774.1047	796.7064	415.3401
MAD2L1|4085	174.4091	145.3623	651.7929	474.7025	257.6906	479.5424	498.3367	405.7066	410.6489	1189.8076	599.0396	283.7118	715.7425	263.7363	1119.1738	174.7319	139.3297	333.7925	148.2141	766.2808
MAD2L2|10459	618.5819	245.0392	462.1907	522.9624	1054.8373	476.6823	310.3792	226.5959	350.7488	1043.7858	2775.5102	226.5209	301.7846	848.7395	546.2699	1013.7942	417.0601	850.3214	491.3764	1516.6425
MADCAM1|8174	0.815	24.9192	1.4065	1.3162	6.2416	0.3178	1.3307	0.4165	26.6223	0.832	0.6002	0.2803	0.3187	4.5249	9.7839	0.6989	1.5481	2.7548	0	1.4472
MADD|8567	1504.4825	1328.5648	1711.4839	1100.327	1039.679	1894.971	1514.9701	2259.7105	1141.4309	2049.298	931.5726	2156.7143	1689.6112	1539.108	1242.5601	1269.6016	1374.1002	1291.5519	3032.3801	1227.9305
MAEA|10296	1434.3928	660.8214	922.6935	1335.4846	1201.5158	1132.2793	1060.5456	1136.7281	1659.5674	1198.5439	809.7239	1082.4222	1069.471	937.9444	994.1568	1128.7678	1096.6793	1336.0882	1055.7472	1643.9942
MAEL|84944	0.815	0.9229	5.9075	1.3162	233.6157	479.5424	0.998	0.4165	4.6589	4.5762	1.8007	2.2428	0	175.501	5.9791	2.7957	4.6443	0.9183	45.3989	5.0651
MAF1|84232	2751.4262	2004.1532	3769.5404	2903.4943	3864.0214	5784.6985	4067.5316	1789.8573	904.4925	5131.9813	1627.2509	1657.9759	1843.8496	2622.1719	4420.7093	2055.895	1210.62	3690.5418	3397.3517	2689.5803
MAFA|389692	0	0.4615	0	0	0	0.6356	0.998	0	0	8.3203	0.6002	1.4017	0	0	1.6307	0.6989	0	0.9183	0	0
MAFB|9935	6958.4352	1212.275	1368.2869	1475.4384	777.5301	890.1247	1064.2049	1124.232	869.5507	760.8944	211.2845	857.8638	1782.6641	976.4059	826.1992	1645.974	2398.0184	1630.3949	584.3997	557.8871
MAFF|23764	277.0986	215.5053	481.8823	171.9809	793.1342	269.1666	146.7066	346.5584	370.0499	223.4009	282.7131	530.1374	164.1173	496.1215	132.6267	178.9254	618.3141	506.8871	271.5033	418.958
MAFG|4097	653.6267	237.1943	683.5808	346.1555	312.082	1219.0355	849.3014	655.6284	559.401	652.3141	620.048	433.1371	1294.4551	444.7317	1289.3056	534.6795	682.4058	574.3802	648.4923	725.7598
MAFK|7975	410.8883	302.8519	923.5824	589.3769	564.0481	537.669	393.5063	496.8739	738.1364	1336.9984	502.1489	636.4003	281.2173	510.9405	190.5476	539.876	462.8563	1211.7906	876.7731	1702.1274
MAF|4094	888.3456	730.9645	556.1479	715.5635	501.5604	478.2712	847.6381	569.4054	521.797	408.9444	1846.9388	861.5083	229.7642	132.1913	233.1839	1199.7089	1466.677	878.7879	594.6367	224.3126
MAGEA10|4109	0	0	0	0.4387	4.4583	6.038	0	0	0	0	0	0	8.2855	0	1.6307	0	0	0	0	2.8944
MAGEA11|4110	0	0	3.0944	0	0.8917	1.2712	0	0.8331	1.3311	36.6095	0	0	537.6036	0	0	0	0.3096	0	0	0.7236
MAGEA12|4111	1.63	0	91.4254	1.3162	15.1583	461.4285	132.4019	0	0	817.4727	0	0	1068.8337	15.8371	15.763	0	0	0.4591	0.4451	0
MAGEA1|4100	0	0	3.3757	646.2447	1.3375	9.2159	207.2522	0	0.9983	1188.9756	0	0	1.2747	105.6884	0	1276.5909	0	0	0	1.4472
MAGEA2|4101	0.815	0	2.8131	0	43.6915	510.6856	65.5356	0	0.6656	485.9074	21.0084	0	2164.1173	2.2624	3.2613	0	0	2.7548	0	1.4472
MAGEA3|4102	2.445	0	664.1705	0	1718.6803	1142.1308	301.3972	0	0	227.1451	214.2857	0	3774.6973	10.0194	104.9056	3.1452	0	82.6446	0	10.1302
MAGEA4|4103	4.89	0	4.7823	0	8031.2082	0.3178	0	0	0	0	0	0	7.0108	0	687.0499	0	0	78.0533	0	5268.4515
MAGEA5|4104	0	0	0.2813	0	3.1208	0.3178	0	0	0	0	0	0	0	0.3232	2.1742	0	0	0.9183	0	2.8944
MAGEA6|4105	5.705	0	218.2958	0.8775	1194.3825	1442.7584	277.4451	0	0	134.3734	163.8655	1.1214	5139.898	8.0802	39.6793	0.6989	0	446.281	0	13.7482
MAGEA8|4107	1.63	0	1.1252	0	1.3375	8.8981	1347.6381	0.4165	1.3311	0	2.401	1.1214	3.8241	0.6464	1.0871	0	1.5481	0.4591	0	0
MAGEA9B|728269	0	0	0	0	1817.2091	0.6356	0.998	0	0	0	27.0108	0	1.912	0	0.5436	0	0.6192	361.7998	0.4451	0
MAGEB10|139422	0	0	0	0	0	0.3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16|139604	0	0	0	0.4387	0	0.3178	4.99	0	0	0	0	0	0.6373	0	0	0	0	0	0	0
MAGEB18|286514	0	0	0	0	0	0.3178	0	0	0	2.4961	0	0	0.6373	0	0	0	0	0	0	0
MAGEB1|4112	0	0	0	0	5.7958	13.3471	3.6593	0.4165	0	0	0.6002	0	93.3716	0.6464	10.3275	0	0	0	0	0
MAGEB2|4113	0	0	0	0	0	6.6736	0	0.4165	0.3328	0	0	0	64.6909	2.9089	0	0	0	0	0	1.4472
MAGEB3|4114	0	0	0	0.8775	0	0	0	0	0	0	0	0	0	0	0.5436	0	0	0	0	0
MAGEB4|4115	0	0	0	0.8775	21.3999	0	0	0.8331	0	0.416	3.6014	0	0	0	140.78	0	1.5481	3.214	0	0
MAGEB6|158809	0	0	0	0.4387	0	0.3178	1.6633	0	0	0	0	0	29.318	4.8481	0	0	0	0	0	0
MAGEC1|9947	8.965	0.4615	0.2813	519.8913	0.8917	5.4024	232.8676	0	0.9983	0	0	5.3266	1.5934	899.8061	0	0.6989	0	6.8871	0	0
MAGEC2|51438	0.815	0	0	25.0074	1.7833	32.0966	86.4937	1.2496	0	12.8965	1.2005	104.85	13.3843	807.3691	0	0	0	0	0	51.3748
MAGEC3|139081	0	0.4615	0	0	0	0	6.3207	0	0.3328	7.0723	0	0.841	0	0.6464	1.6307	0.6989	1.2385	2.7548	2.2254	0
MAGED1|9500	6268.1337	6449.0078	3512.7053	7840.9264	19610.3433	6528.6407	4249.8337	3667.6039	2486.5225	6913.7806	5584.6339	6810.2047	2491.0771	17733.3549	6871.0423	10295.2007	5972.5985	3761.708	12622.6772	11974.6744
MAGED2|10916	13577.0171	17574.9885	5168.49	8932.0401	9853.3214	27004.6874	13316.3673	62567.9475	3999.3344	37745.1898	1991.5966	16987.6647	4422.2435	19761.1506	3295.5565	13359.9974	7968.109	15613.8659	73166.5739	10340.0868
MAGED4B|81557	340.1467	178.4587	166.518	66.976	417.5167	77.3719	169.0785	284.5319	53.1281	248.7363	51.6867	305.1416	93.0911	38.5391	222.3454	208.2454	417.0756	374.3572	55.7739	19.8842
MAGED4|728239	82.8362	111.3429	50.9338	15.9433	372.9425	13.1977	61.4604	88.6848	17.421	160.624	21.5426	69.4029	41.0707	39.3536	58.671	112.9117	155.7241	143.5491	24.7869	28.5962
MAGEE1|57692	111.6544	318.874	104.9283	161.8902	163.1743	54.024	117.0991	171.613	169.7171	15.3926	82.2329	193.1595	180.051	274.7253	109.7975	30.7528	149.2376	153.8108	288.8617	10.1302
MAGEE2|139599	0	1.8459	0.5626	0	35.6665	0.9534	1.6633	5.8315	0.6656	0	0	6.7283	2.8681	0.6464	0.5436	0	4.3347	14.6924	1.3353	0
MAGEF1|64110	903.0155	1567.1435	1260.5456	544.8988	1703.9679	930.4838	1141.7166	761.8453	1122.1298	1680.2912	348.1393	942.5287	678.7763	1705.2359	1206.6857	1106.7516	1023.9183	1415.978	2000.2225	1565.8466
MAGEH1|28986	516.7074	407.9372	456.5645	372.9178	765.4926	191.6263	642.7146	578.5692	475.8735	277.4831	75.6303	643.6782	330.4653	458.3064	236.4452	440.3243	717.0834	760.3306	916.4349	691.7511
MAGEL2|54551	44.0098	43.3779	21.0982	10.5294	8.4708	4.7668	22.2888	15.8284	11.6473	14.5606	2.401	75.4135	7.0108	10.3426	29.3518	20.6184	78.3342	12.3967	4.0058	0.7236
MAGI1|9223	328.4434	444.3932	418.0252	407.1385	421.7566	762.6917	561.5436	827.658	1756.0732	245.4498	811.5246	924.5865	511.1536	403.0381	322.87	250.216	1226.7203	481.1754	707.6889	111.4327
MAGI2|9863	118.1744	136.1329	98.7395	57.4732	267.4989	88.9807	287.7578	202.0202	411.3145	25.377	75.03	250.0701	28.6807	468.0026	52.7246	150.2694	330.0565	131.3131	267.0524	14.4718
MAGI3|260425	1417.2779	728.6571	824.5166	685.7301	452.9648	2257.2495	1383.8989	2263.8759	584.0266	251.6901	294.7179	5373.7034	1112.492	336.7809	165.7834	973.2564	1006.5795	562.9017	208.746	397.2504
MAGIX|79917	73.3496	68.2972	88.0497	90.3777	414.6233	115.3571	150.6986	41.2371	73.2113	383.1513	27.611	30.8382	60.2294	245.6367	61.4214	76.5326	35.9161	47.7502	348.5034	248.9146
MAGOHB|55110	226.5689	389.0171	490.0403	470.7539	561.3018	253.595	461.7432	316.9843	270.5491	449.714	2064.2257	232.4082	348.311	449.5798	811.5233	315.5657	285.471	404.0404	371.6479	822.7207
MAGOH|4116	637.3268	410.2446	493.9786	630.0118	1289.3446	372.4478	351.2974	447.7767	367.7205	659.8024	845.1381	251.1915	250.7967	352.9412	1408.8871	419.7059	303.1194	730.4867	379.6595	735.89
MAGT1|84061	1918.5004	2470.6968	2272.6953	3681.7958	3230.4949	2514.3402	2488.024	2718.3172	1654.9085	1769.7348	3459.1837	3112.6997	3398.9802	2523.9173	2397.0648	3012.3771	3094.9764	2511.4784	1357.9615	2511.5774
MAG|4099	0.815	5.9991	17.7225	7.8971	0.8917	59.4264	1.6633	40.8206	0	25.377	0	0.841	7.9669	7.4337	0	1.7473	63.1628	2.2957	94.3585	1.4472
MAK16|84549	334.5803	330.8122	374.9849	724.417	832.7864	302.4803	428.5662	557.4383	259.7903	785.6765	496.6507	372.739	922.5813	550.6464	683.8049	255.9822	470.154	346.8457	579.9132	179.0593
MAK|4117	138.5493	57.222	16.5972	3.0711	2.2292	5.4024	4.6574	14.5788	9.6506	9.3521	17.407	5.607	9.2416	1.9392	8.6968	21.6667	7.1213	14.2332	4.896	2.8944
MAL2|114569	2524.8574	5042.455	8959.6912	4351.7317	3605.4391	18449.1936	6408.1836	4361.5537	22423.2945	10684.1394	8350.5402	3240.8186	3079.9873	5028.1189	5343.1173	5372.655	1903.8625	8926.079	1313.8979	7531.1143
MALAT1|378938	2285.1834	785.9299	3235.5569	3129	1402.9336	1522.6408	1511.6966	7209.8178	2219.015	3454.752	2322.1429	3960.5943	6029.7833	3883.5941	2209.0556	3714.4532	2220.2678	1284.7383	1413.8066	1417.4313
MALL|7851	359.4132	284.264	174.9742	250.513	2345.0736	189.084	104.1251	149.9531	148.0865	206.7603	1012.0048	551.4438	125.8764	226.2443	110.3411	253.3612	682.7154	1047.7502	180.2604	167.1491
MALT1|10892	324.3684	313.3364	348.5418	503.6584	985.7334	188.4484	314.7039	353.223	614.6423	203.8482	1294.1176	305.5789	425.4302	415.6432	1460.5245	575.2173	770.6479	411.3866	240.3472	210.5644
MAL|4118	24.4499	5.5376	3.0944	14.9167	4.9041	2.8601	3.6593	2.9158	39.9334	5.4082	2.401	1.9624	3.5054	0.9696	33.1567	2.4462	6.5021	23.416	2.2254	2.1708
MAMDC2|256691	58.6797	31.8182	8.4393	7.4584	32.3807	88.8917	86.4504	284.8235	30.2396	9.9844	45.6182	69.2459	35.9656	6.7873	0	40.5378	599.3529	251.6024	36.3814	5.0651
MAMDC4|158056	45.6398	12.4596	65.2637	71.5125	15.6041	9.8514	21.6234	28.741	46.9218	83.2033	0.6002	27.7544	14.9777	72.075	25.5469	65.6992	22.2927	85.8586	214.087	106.3676
MAML1|9794	1165.8109	1173.7333	1773.4591	1342.5349	797.169	1121.0519	1146.4039	1541.7016	1344.5225	776.079	1162.0708	1748.9094	1477.6099	952.9024	2407.1314	1700.5568	1912.2749	1308.6455	1167.1615	780.8394
MAML2|84441	108.3945	69.2201	138.404	140.8313	278.6447	172.559	108.7824	248.6723	172.3794	13.7285	508.4034	293.524	127.4697	27.1493	107.0798	228.1998	880.8731	224.5179	55.1908	58.6107
MAML3|55534	252.6487	152.2843	210.4191	401.8738	268.8364	379.1213	348.6361	603.5614	742.7621	129.7972	62.425	604.9902	121.0962	381.0601	38.0486	246.0224	588.5904	309.4582	626.683	103.4732
MAMLD1|10046	80.6846	39.2247	56.8244	52.2085	49.4873	85.8028	32.2688	55.8159	51.9135	111.4925	47.419	95.3182	16.5711	27.1493	172.8496	67.4465	126.3256	81.7264	37.3873	175.1085
MAMSTR|284358	18.7449	28.611	27.8496	11.8456	48.5956	12.076	44.5775	22.493	22.2962	162.6625	47.419	37.8469	17.8458	100.1939	9.7839	48.226	12.3849	19.7429	37.3873	8.6831
MAN1A1|4121	599.837	1013.844	516.4833	1597.8432	346.4111	457.9328	1145.7086	1277.5174	2026.2895	180.5512	164.4658	1406.2237	1816.4436	120.5559	640.8479	597.5829	2895.2705	494.0312	548.3476	145.4414
MAN1A2|10905	495.5175	350.7153	479.0692	721.267	625.5016	1035.0361	813.3733	1750.7029	1206.9884	174.727	797.7191	1483.5997	849.9044	533.2902	725.0985	961.7241	1629.5379	317.7227	333.3704	198.2634
MAN1B1|11253	2554.1972	1609.5985	2851.0666	2420.0174	1810.9675	1882.2595	3115.4358	1625.3254	2278.8686	3099.74	1159.0636	2367.8161	3228.8082	1447.6406	2759.0705	2580.0905	1904.1721	2264.9219	1745.6326	2043.4153
MAN1C1|57134	346.3733	250.1154	138.6853	375.1115	665.6264	501.4698	251.1643	563.5739	222.2962	291.2116	42.617	361.9288	94.3276	532.967	74.4666	683.551	596.9502	278.2369	109.0464	135.3111
MAN2A1|4124	509.3725	450.3922	502.6992	864.2919	220.2407	865.655	978.7092	949.7032	466.8885	102.7561	184.8739	1442.9493	833.9707	280.2198	900.6659	1041.7513	1174.7039	214.876	157.1158	132.4168
MAN2A2|4122	869.6007	650.2077	610.7218	593.1587	1082.4788	1097.9582	1010.3127	779.7563	865.2246	513.7806	566.0264	816.933	1559.9108	490.627	1623.5902	1332.8546	1058.5959	871.4417	2289.0842	1190.3039
MAN2B1|4125	3511.0024	2085.8329	2774.2692	4065.2431	2455.6398	2208.3102	1624.0852	1524.9401	2050.5824	2323.0369	3355.3421	2660.7794	2174.6335	2404.9774	981.1116	4382.6243	1722.4243	2337.9247	1856.0142	2630.246
MAN2B2|23324	1720.4564	1416.2437	1452.9609	1887.4029	1020.9541	2023.6752	1989.3546	2632.9272	1843.594	793.3437	711.2845	3053.266	2097.5143	1517.4531	1724.6909	2489.5794	1600.7431	1244.2608	1567.1526	2270.6223
MAN2C1|4123	1233.0888	509.4601	567.6815	453.2048	579.5809	656.8682	806.3872	659.7938	841.5973	1455.6422	391.9568	784.1323	1583.174	463.1545	568.012	329.1948	466.29	1185.9504	1813.2859	596.9609
MANBAL|63905	1254.2787	1909.0909	1095.6985	1046.3636	1330.3611	1595.6145	1622.0892	1159.6376	1070.8819	1147.3739	665.066	921.2223	949.3308	2024.8869	473.4339	976.0521	798.8234	1225.4362	1414.9327	996.3821
MANBA|4126	961.6952	850.946	1319.9018	1835.6332	871.6005	1511.7184	786.7598	885.9731	1868.5524	2740.3016	860.1441	1821.6989	634.4806	1220.7498	974.5889	1157.7733	652.3725	909.0909	600.4228	1091.8958
MANEAL|149175	343.1133	250.5768	371.8905	280.7852	1531.877	497.0207	1101.7964	202.4367	296.173	980.1352	545.018	503.7847	270.8732	266.3219	894.6868	138.0382	163.4801	584.4812	862.5793	10.1302
MANEA|79694	172.7791	272.7273	220.5462	482.5995	233.6157	257.7262	217.5649	324.0654	631.614	143.5257	334.934	293.8043	610.2613	567.8733	517.4616	298.0925	594.4733	285.124	360.9658	87.5543
MANF|7873	1246.9438	1305.03	1932.5927	1669.3557	1748.551	1321.9989	1829.0086	854.3164	814.975	3578.9912	903.3613	918.6992	804.334	1132.5145	1292.5669	1477.1831	664.1381	1724.977	1702.4591	4879.8842
MANSC1|54682	636.5118	2085.8329	1266.1718	564.6415	481.9438	924.4459	1721.8896	563.1573	1009.9834	379.8232	4977.7911	1699.7477	1346.7177	1253.3937	975.676	1334.2524	1242.511	615.7025	1727.384	1140.3763
MAOA|4128	69.2747	348.8694	61.0441	96.0812	36.5582	767.7763	112.1091	746.4334	39.2679	107.7483	193.2773	303.8968	40.153	294.7641	32.6131	30.0539	531.9297	392.1028	324.0236	10.1302
MAOB|4129	4690.3015	3066.9128	62.1693	245.2483	131.5203	105.1879	210.9115	631.4693	2732.7787	4032.4493	1979.5918	144.379	304.0153	2197.1558	2329.6644	696.1317	2306.0608	2260.7897	16.9133	2.1708
MAP1A|4130	666.6667	409.3216	825.3606	390.9056	240.3032	902.2007	1413.5063	641.4662	667.5541	353.6141	866.7467	1636.9498	241.2365	415.6432	210.3547	608.4163	1770.4157	366.8503	733.504	82.4891
MAP1B|4131	488.1826	572.6811	486.6645	864.2919	593.8475	1383.6498	2861.9428	845.5691	663.8935	699.74	3189.6759	2385.1976	374.1236	223.0123	2538.9319	3454.7982	3594.7055	1090.9091	1073.9958	142.547
MAP1D|254042	35.8598	18.9202	80.4544	38.608	15.6041	68.0067	56.8862	31.2402	112.812	13.7285	19.2077	49.9019	45.2518	61.4092	46.2019	32.8496	44.5855	45.9137	79.2255	21.7077
MAP1LC3A|84557	497.9625	374.7116	425.3392	113.6303	374.0526	231.6676	201.5968	259.0857	225.624	4872.8029	287.515	271.0962	500	429.2178	187.5255	224.7052	175.2458	498.6226	1111.8282	170.767
MAP1LC3B2|643246	157.2942	138.4402	249.8024	314.5672	344.1819	408.04	353.2934	166.1981	175.3744	96.5159	207.0828	203.8127	331.74	192.3077	280.4729	56.9626	295.0693	251.607	401.4688	296.6715
MAP1LC3B|81631	1441.7278	1628.9802	2559.6305	2513.4662	2890.3255	2733.2963	2214.5709	1392.065	1303.4942	894.0198	2252.7011	1374.8248	1899.6176	1539.7544	1437.6953	561.9376	2843.8734	1837.4656	2412.8185	2174.3849
MAP1LC3C|440738	5.705	0	4.5009	4.826	0	0	1.3307	5.8315	0	0	0.6002	43.1735	0.956	6.1409	1.0871	0	36.5353	22.4977	0.8902	1.4472
MAP1S|55201	964.9552	1141.209	994.4273	794.5343	1147.5702	608.8822	651.3639	370.7175	805.6572	1255.5382	753.3013	747.9675	1330.4653	927.2786	710.4226	1420.9194	536.2644	992.6538	1094.9149	1070.9117
MAP2K1|5604	835.5664	867.305	1357.0739	773.5413	934.0214	1331.1925	1003.5595	969.6303	1002.8486	805.5455	1067.2389	1085.8845	1859.7578	635.1713	871.3467	719.1159	1183.4322	1193.1451	1589.9855	789.8408
