TCGA-2Z-A9J7-01A-11R-A38C-07	TCGA-A4-A57E-01A-11R-A26U-07	TCGA-AL-3466-01A-02R-1351-07	TCGA-AL-7173-01A-11R-2139-07	TCGA-BQ-5877-01A-11R-1592-07	TCGA-BQ-5889-01A-11R-1592-07	TCGA-BQ-5893-01A-11R-1592-07	TCGA-BQ-5894-01A-11R-1592-07	TCGA-F9-A8NY-01A-11R-A36F-07	TCGA-G7-6789-01A-11R-1965-07	TCGA-G7-6793-01A-11R-1965-07	TCGA-G7-A8LB-01A-11R-A36F-07	TCGA-GL-6846-01A-11R-1965-07	TCGA-SX-A7SM-01A-11R-A355-07
TLK2|11011	560.56	611.1471	1772.539	449.0858	510.379	460.4141	779.1343	702.2713	718.312	713.7788	685.4588	527.2874	659.3153	451.4673
TLL1|7092	91.4014	26.5716	33.1316	100.1763	520.5809	72.6756	47.7248	8.185	4.9446	195.478	66.1183	108.8259	640.2238	98.1941
TLL2|7093	34.3416	5.1847	6.3715	68.8712	5.9511	18.6764	152.0533	248.0049	15.2832	8.1111	46.6342	24.6154	65.5036	12.9797
TLN1|7094	8825.7826	6480.2333	3640.6499	8018.0887	14805.8094	12024.7665	8508.3241	11447.9231	8144.1659	12517.0841	7633.9535	6659.7571	10191.5734	13401.2415
TLN2|83660	1091.0052	1413.4802	440.9047	1478.7275	608.0964	829.0702	394.7466	595.0481	632.4562	450.5728	597.6204	1278.0567	3026.659	1993.7359
TLR10|81793	2.1133	3.2404	22.9372	28.4592	49.876	71.4576	5.9193	35.6047	0.4495	6.8945	4.1524	12.9555	14.154	28.2167
TLR1|7096	16.3783	141.9313	184.7722	118.9594	748.9904	260.6577	112.4676	152.2406	25.1724	418.1284	173.7603	19.4332	125.0823	127.5395
TLR2|7097	67.0981	267.0123	309.6528	203.1985	676.4435	899.3098	41.8054	365.8686	19.3288	347.156	152.9985	162.5911	252.4687	288.9391
TLR3|7098	88.2314	560.5962	194.9665	83.1008	851.293	149.0053	170.5512	154.2869	252.1734	307.4115	271.5004	41.4575	478.9335	258.465
TLR4|7099	142.6496	204.1478	242.1153	237.3495	665.9582	693.8693	168.3315	335.175	81.8103	78.2723	305.0387	62.834	179.0652	190.7449
TLR5|7100	78.7214	61.5684	737.8146	117.2518	335.813	145.7572	140.2146	117.8637	100.24	595.3564	186.5368	19.4332	36.8664	38.9391
TLR6|10333	3.17	22.6831	198.7894	21.0598	106.5533	51.1571	65.8528	83.4868	12.5862	38.9334	36.0936	0.6478	8.2291	12.4153
TLR7|51284	8.9816	52.4951	22.9372	29.5975	574.4244	107.9984	15.9083	146.9204	10.7882	27.5778	68.3542	7.1255	60.8953	49.6614
TLR8|51311	3.17	21.3869	14.0172	21.0598	191.0025	144.1332	21.8276	65.8891	13.0357	23.9278	35.7742	0	22.3831	27.6524
TLR9|54106	10.5931	3.4219	27.6903	62.0125	19.6245	46.8413	20.0259	19.071	32.7421	16.4047	4.9062	20.7287	19.9408	59.6106
TLX1NB|100038246	1.0567	0	0	0	0	0.406	0	0	0	0	0	0	0	0
TLX1|3195	0	0.6481	2.5486	0	1.1335	0	0	0	0.899	1.6222	1.2776	0	0	3.386
TLX2|3196	0.5283	0	5.0972	0	0	1.624	0.37	1.2277	0.899	0	0	0	0	0.5643
TLX3|30012	0	0	12.7429	0	0.8502	0.406	0	0	22.0258	5.6778	0	0.6478	0	0
TM2D1|83941	352.9256	374.5949	649.8885	284.5918	168.3316	231.8311	248.9826	267.6489	487.715	288.3504	348.4788	132.7935	294.9309	230.2483
TM2D2|83877	678.9064	878.1594	1104.8104	710.9103	974.8495	686.9671	879.0233	1199.5089	639.1988	1147.7238	1157.2307	342.0243	731.7314	1627.5395
TM2D3|80213	672.5664	609.2029	480.4078	762.1368	598.5122	660.5765	470.2183	443.6259	786.1876	441.6506	711.0117	542.834	250.8229	816.5914
TM4SF18|116441	128.913	119.2482	38.2287	453.6393	268.367	288.2663	107.6582	102.7215	70.5726	231.5725	53.9807	199.5142	1647.4654	873.0248
TM4SF19|116211	6.4087	41.4258	84.9442	73.3564	2.2671	1.214	5.32	2.0462	2.2385	0.4056	4.1524	2.6364	8.4562	6.2077
TM4SF1|4071	2690.7938	469.8639	2637.7827	6016.8393	1813.6734	3259.4397	1716.6112	6700.6343	2310.4654	8157.7613	3987.2235	798.0567	1762.6728	2367.3815
TM4SF20|79853	0	0.6481	35.6802	0	0	0.406	0	2.4555	0.899	0	0	0	0.3292	0
TM4SF4|7104	176.9912	6.4809	26.7601	1.1384	126.107	65.3674	38.1058	15.9607	2.697	6789.8205	2.8747	2.5911	3.6208	181.7156
TM4SF5|9032	105.6664	26.5716	16.5658	52.9341	1.1335	4.0601	0	0	0.4495	1.6222	0.6388	233.1984	48.7163	180.0226
TM6SF1|53346	30.6432	47.9585	230.6467	52.9341	219.6245	140.8851	69.5523	115.4082	80.4617	53.939	113.7108	28.502	85.2535	64.8984
TM6SF2|53345	6.8683	42.7673	33.1316	19.3522	1.9837	18.2704	1.4798	4.5017	0.899	11.8503	4.4718	112.0194	43.0184	42.1501
TM7SF2|7108	1993.9242	1344.1348	726.346	668.2215	1127.5948	696.3053	436.9219	1371.8027	125.4124	989.5569	375.6288	4359.5142	1245.5563	738.7133
TM7SF3|51768	1942.676	2646.792	2628.8627	3167.5064	5434.7857	1885.9115	2601.5538	1720.0737	6000.4675	2894.8596	3201.7887	3207.1255	5249.8354	5075.0564
TM7SF4|81501	1.585	11.0175	17.8401	14.2296	3.4006	4.0601	4.8095	2.8647	0	4.8667	1.2776	2.5911	1.6458	19.1874
TM9SF1|10548	2846.5619	2394.245	1186.3651	1230.4439	2924.4888	1482.7649	1619.4451	1951.68	1440.6966	2440.8071	1213.8082	1380.4178	2220.4246	2248.0361
TM9SF2|9375	2311.4516	3084.8995	2676.0115	1125.2759	4568.7566	1585.0589	2241.5834	2177.2048	2174.2648	3377.0658	3167.2922	373.7652	4066.8203	2274.2664
TM9SF3|56889	4398.8905	4244.3292	3667.41	3738.9667	6028.197	3330.8973	4714.3914	5157.3563	5945.6276	5333.8741	7801.9644	1874.6559	3995.0625	3694.6953
TM9SF4|9777	3467.4416	2579.3908	2948.7098	2284.7028	3113.0004	2063.7434	2100.9989	5197.8719	3190.5999	4612.3897	5857.3824	2135.7085	2482.2251	2448.6456
TMBIM1|64114	3323.207	2955.2819	3026.4415	8509.2941	5369.6068	5750.7105	6746.9478	9509.7197	6917.012	7707.594	11110.4368	1759.3522	4107.6366	5724.605
TMBIM4|51643	1432.7143	1644.1996	1080.1911	2598.8807	2007.5409	1409.2164	789.36	913.4848	1141.5093	2609.1331	1301.2856	1454.251	859.4602	1898.1151
TMBIM6|7009	20854.3125	28017.4984	17253.9025	31172.4754	47724.5484	19211.9367	22754.717	24179.6603	36318.8083	45639.6634	28893.0767	17799.5142	31497.6959	38687.9233
TMC1|117531	0	0.6481	0	0.5692	0.8502	2.03	1.1099	0.4092	0	0.8111	0.9582	0	0	0.5643
TMC2|117532	2.6417	2.5924	0	1.1384	0	0.812	0.37	0.4092	1.798	0.4056	0	1.9433	0.9875	1.693
TMC3|342125	0	0	22.9372	0	1.1335	0.406	12.9486	0.4092	0.899	0	4.4718	0	0.9875	0.5643
TMC4|147798	2298.7716	40.1815	82.8289	1622.7423	33.1562	1141.2911	793.1927	593.4111	12.5862	1143.2627	106.3643	1803.4008	2437.788	82.3928
TMC5|79838	19.0199	3.8885	39.503	5.6918	2.8339	5.6841	3.6996	4.0925	3.1465	1721.1802	2.8747	3.8866	11.1916	2.8217
TMC6|11322	905.5607	302.0091	409.0475	610.7339	1052.4973	1556.2322	522.0126	1060.7735	307.9122	571.023	2322.7661	393.1984	241.9355	196.3883
TMC7|79905	39.6249	3.8885	103.2176	21.629	78.2147	21.1125	58.8235	85.9423	62.032	67.3223	123.932	27.2065	48.7163	29.9097
TMC8|147138	48.6065	102.3979	124.8805	190.6765	269.5005	1101.9082	83.9808	318.3957	133.5035	78.6779	95.1849	171.6599	59.9078	136.5688
TMCC1|23023	347.6423	1761.5036	1583.9439	620.4101	348.5654	504.2631	900.111	827.9108	739.8883	591.3008	1246.3467	453.4413	762.6728	364.5598
TMCC2|9911	81.3631	11.6656	155.4635	67.1637	264.683	144.9452	201.9978	68.3446	213.9653	196.2892	128.7231	36.2753	49.3746	72.2348
TMCC3|57458	95.6281	465.9754	317.2985	704.08	561.3886	563.5404	455.7899	512.789	271.5022	94.4946	276.9304	424.2915	113.2324	259.0293
TMCO1|54499	2635.319	3130.2657	6236.381	2332.5142	2844.6334	1818.108	2786.5335	1484.7555	2315.8595	5135.1516	2592.3501	1493.1174	1688.2818	2319.4131
TMCO2|127391	0.5283	0	0	0	0	0.812	0	0	0	0	0	0	0	0.5643
TMCO3|55002	937.2606	1338.9501	801.5291	749.6147	1801.7712	1009.7442	1789.4932	1882.5455	2449.363	1625.8745	1682.0251	268.1781	1582.291	621.8962
TMCO4|255104	923.524	569.6695	59.8917	692.6964	347.4318	603.3293	381.428	431.3485	642.7949	560.4786	498.922	746.2348	641.5405	618.5102
TMCO5A|145942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6|55374	444.327	305.2495	479.1335	249.3024	210.2728	204.2225	102.8487	198.895	174.4087	267.667	168.9691	430.7692	210.9941	237.0203
TMCO7|79613	194.4261	418.0169	101.9433	157.0947	439.249	231.4251	294.8576	356.0467	373.9897	427.4561	243.7116	78.3806	398.2883	354.9661
TMED10P1|286102	23.2466	44.7181	115.9605	25.6133	56.3939	36.1348	39.5856	30.6937	34.612	32.85	53.0224	58.2996	86.5701	43.4537
TMED10|10972	5724.475	6639.0149	4370.8187	3682.6176	7451.0804	4780.3492	5261.5612	4444.8537	5201.2442	7570.5161	4404.3759	2171.336	6116.1949	4178.3296
TMED1|11018	1032.8305	941.0888	111.3603	967.4242	1108.0553	913.5566	531.5649	946.2124	1349.4556	1212.702	1377.6731	887.851	870.3884	1078.4989
TMED2|10959	3671.906	4680.4925	4880.5352	5020.7681	7936.8048	3669.1027	5354.791	5708.2054	6060.7014	11134.1377	8386.8083	1711.417	5590.5201	5103.8375
TMED3|23423	1851.8029	2228.7751	2035.043	2320.5613	1906.9075	1969.1433	2776.1746	1809.29	2118.0765	3593.2272	3707.4184	1148.502	1495.0625	1879.2325
TMED4|222068	1829.0847	1583.9274	1186.3651	1631.2801	1410.4145	1092.57	817.6101	1381.2155	1363.3544	2695.326	2025.7127	865.4251	2070.7702	1503.9503
TMED5|50999	919.2973	2563.1692	2111.5005	816.7727	2026.78	1002.0138	1809.101	1518.6781	2545.108	1679.8134	4053.6581	442.4291	2238.6438	1200.3386
TMED6|146456	36.9832	152.9488	26.7601	63.7486	163.514	21.5185	7.3992	6.548	44.0517	4.0556	0.6388	41.4575	34.5622	490.9707
TMED7-TICAM2|100302736	0	59.0019	362.4594	31.7491	129.9497	13.0126	332.5897	49.0117	167.5537	213.9795	209.1512	4.651	79.9506	28.6625
TMED7|51014	1557.5221	3612.7609	5494.1829	2085.3918	2968.5809	2229.1677	1837.2216	1748.3651	1270.0997	2349.2771	3398.3997	1250.1895	2076.5569	1725.4007
TMED8|283578	460.177	623.4608	391.2074	438.8405	623.4502	363.784	341.4724	304.8905	329.4886	334.9894	346.5623	514.332	402.2383	463.8826
TMED9|54732	4655.6598	5925.4699	5470.532	5978.1348	3793.978	6106.7803	3968.9234	3402.0872	4091.8612	8814.3567	7630.44	2877.4089	3090.1909	4510.158
TMEFF1|8577	30.0145	77.7706	277.9356	111.56	94.0106	65.0589	57.6841	63.0244	62.7512	44.0515	36.5887	149.6356	135.0625	73.3014
TMEFF2|23671	0	0	0	2.2767	0	0.406	0	0	0	0.4056	0.6388	0.6478	0.3292	0
TMEM100|55273	6.34	8.4251	146.5435	25.6133	94.0843	43.443	35.5161	25.3734	14.3842	41.3667	15.9706	17.4899	22.7123	55.3047
TMEM101|84336	1387.3993	1405.7032	544.1223	1045.5902	863.762	857.0849	975.5827	824.6368	57.5369	3195.3767	1522.3189	917.8947	818.6307	748.307
TMEM102|284114	662.5281	151.6526	31.8573	248.164	278.8523	341.4535	296.3374	266.8304	356.0095	291.1893	109.8778	421.0526	434.4964	226.298
TMEM104|54868	832.6509	1112.1192	787.5119	803.118	807.368	1067.8035	508.3241	958.4612	758.3181	1206.5295	1511.7783	655.5466	1352.2054	587.4718
TMEM105|284186	0.5283	0	5.0972	0.5692	0.2834	2.8421	24.0474	1.637	5.8436	16.6278	0.3194	0	0.3292	0
TMEM106A|113277	174.3495	605.3143	131.252	111.56	117.0386	166.4637	21.4576	90.444	12.5862	438.0006	42.1624	80.9717	289.6643	439.0519
TMEM106B|54664	1517.3689	3150.3564	2131.8891	1757.6388	2545.0939	1570.4425	2365.8898	1734.3974	1960.7491	2145.7974	2201.07	1013.1174	2042.133	987.0203
TMEM106C|79022	2078.4573	2311.7304	1683.3386	2721.8357	2403.1173	1858.3029	1275.9896	1837.5281	3957.9082	3641.0828	2463.6269	1226.2348	2943.0546	3056.9977
TMEM107|84314	459.6487	149.7084	170.755	406.9662	223.3085	212.7487	240.4735	259.0546	393.768	332.556	188.7727	417.8138	424.9506	217.833
TMEM108|66000	9.51	3.2404	6.3715	6.8302	62.345	13.3983	6.6593	20.4625	5.8436	5.2722	80.4919	0	0.6583	24.2664
TMEM109|79073	1598.732	2057.6798	1139.2163	1859.5227	3291.2504	3705.2375	1686.2745	4236.9552	2479.0305	3780.1886	5294.578	467.6923	2205.3983	2583.5214
TMEM110|375346	76.6081	59.6241	75.5527	147.595	99.6755	156.9306	128.609	190.5832	75.2744	133.8335	255.3605	47.9352	139.5655	97.0655
TMEM111|55831	1298.1112	778.3539	1102.2619	1310.8297	735.6713	739.3423	1044.0252	1032.9445	1513.4897	1438.102	1809.1512	1270.9312	1176.1027	1388.2619
TMEM114|283953	0	0	0	0.5692	0	0	0	0.8185	0	0.8111	0	0	0	0
TMEM115|11070	2630.564	1025.2754	765.849	2607.4298	1423.4502	1599.6752	1398.4462	2297.9333	1845.6753	2194.0586	2217.6795	2184.9393	2556.9454	1965.5756
TMEM116|89894	414.7405	731.0434	425.6133	394.4442	456.819	163.2156	240.4735	144.0557	600.0917	283.4837	127.7649	375.0607	261.6853	420.9932
TMEM117|84216	68.6831	93.3247	124.8805	147.9877	232.9437	88.5099	124.6763	114.1805	121.8164	130.1835	171.8438	53.7652	129.0323	53.0474
TMEM119|338773	21.6616	63.5126	82.8289	412.0889	406.6596	678.0349	226.7851	221.4037	47.1982	1390.2464	497.0055	7.1255	694.865	219.526
TMEM11|8834	800.951	390.1491	216.6295	673.9133	386.5391	651.6443	1059.9334	586.4539	781.6925	598.6008	287.4711	744.9393	435.813	540.6321
TMEM120A|83862	2584.0708	2482.8257	259.9554	1624.4498	489.6918	1069.0215	740.2886	883.5687	1174.112	1766.1969	899.1456	2490.6883	1400.2633	1275.9594
TMEM120B|144404	502.1318	392.2553	332.9595	725.4415	332.9791	649.4356	372.8376	738.9278	836.357	405.4993	861.9053	1019.064	556.9816	953.0813
TMEM121|80757	44.3799	19.4426	7.6457	44.9655	130.3578	53.1872	33.2963	85.533	9.8892	133.0224	64.5213	5.1822	2.6333	10.158
TMEM123|114908	2389.1164	5338.9501	6316.6614	4476.6286	3749.4864	4056.8413	5688.1243	5589.9325	5003.0117	8584.8119	3348.0795	1427.6923	3039.1705	2581.2641
TMEM125|128218	365.0773	208.0363	229.3724	433.1487	2.5505	264.3118	4.4395	17.5977	0.899	40.9612	0.9582	760.4858	333.4431	195.8239
TMEM126A|84233	326.509	617.628	243.3896	364.2775	104.0028	195.2903	175.3607	244.3217	209.9197	152.8947	97.4207	303.1579	161.6195	318.8488
TMEM126B|55863	774.5344	1349.9676	793.8834	865.159	309.458	553.3902	797.2623	617.1475	881.483	275.3726	236.3651	799.3522	474.3252	910.2709
TMEM127|55654	2593.0524	2944.2644	2266.964	3212.4719	3973.3617	3662.6066	2868.6644	4132.1874	3630.2177	3768.0219	4412.3613	1142.0243	2182.3568	2398.4199
TMEM128|85013	676.2647	624.1089	944.2498	622.1176	678.7106	570.8486	395.1165	366.2779	433.7741	785.9678	444.6219	492.9555	408.4924	356.6591
TMEM129|92305	4353.454	2550.8749	471.4877	2467.9799	1866.9501	2649.2083	1396.9663	1551.4631	2487.1216	2014.3972	2350.8744	2929.8785	1667.2153	1402.9345
TMEM130|222865	672.038	40.8296	825.7407	1072.3418	763.4431	829.8823	118.017	57.7041	19.7783	963.6013	118.8214	372.4696	240.2897	128.1038
TMEM131|23505	683.6613	1852.2359	1827.3335	949.9673	2104.4279	838.0024	1405.1054	1864.9478	2040.7613	2419.1422	2703.5055	592.7126	1364.0553	940.7449
TMEM132A|54972	1604.5437	117.304	491.8764	2415.0458	778.746	3082.0138	1363.3	5378.3507	3479.1833	2459.2923	5445.3406	822.6721	520.4082	902.3702
TMEM132B|114795	2.6417	1.9443	0	2.2767	20.1204	3.2481	8.1391	4.5017	15.7327	10.95	30.3442	0	3.6208	7.3363
TMEM132C|92293	0	0.6481	14.0172	3.4151	0.8502	5.6841	1.4798	0.8185	0	1.2167	2.2359	28.502	96.1159	1.693
TMEM132D|121256	2.6417	69.3454	12.7429	2.8459	2.5505	6.0901	0	0.8185	0	1.6222	0	0	51.6787	1.1287
TMEM132E|124842	331.264	424.4977	15.2915	24.4749	44.4917	116.9306	62.5231	47.0636	9.8892	247.7948	81.4501	1000.1619	941.0797	47.4041
TMEM133|83935	112.0063	489.3065	95.5718	163.9249	136.8757	151.0353	123.5664	95.355	221.1574	256.3115	30.983	229.3117	262.0145	311.5124
TMEM134|80194	869.1058	740.1167	282.8926	1088.8481	509.8123	1009.3382	456.8997	568.4469	509.7408	883.7068	561.5268	967.7733	513.1666	604.4018
TMEM135|65084	340.2457	1140.6351	522.4594	350.6171	300.673	249.2895	344.0622	246.3679	538.0597	288.3504	254.2522	339.4332	623.1073	570.5418
TMEM136|219902	109.893	523.6552	795.1577	188.3998	226.1424	134.795	317.0551	287.2928	378.4848	253.8781	242.7533	148.3401	205.0691	190.7449
TMEM138|51524	815.216	523.6552	788.7862	680.1743	353.9497	747.0564	332.2235	506.6503	280.9418	220.217	385.85	623.1579	353.5221	667.6072
TMEM139|135932	3672.9626	2332.4692	686.8429	2723.5433	864.6121	885.9115	711.8017	972.3757	2619.7262	781.9122	800.7666	3431.2551	1420.0132	953.1603
TMEM140|55281	2423.9598	2989.0732	597.5279	4506.0497	1362.763	1345.3309	1528.9974	2098.1788	5641.4733	1769.1858	2165.6472	5099.2842	2070.0066	2027.1219
TMEM141|85014	1475.1024	3152.3007	268.8754	1673.3996	824.3712	1168.0877	1165.3718	1009.6174	4263.1234	2776.4372	1542.4419	1502.834	993.7459	1510.7223
TMEM143|55260	435.8737	315.6189	477.8592	401.8436	276.8686	162.4036	174.9908	182.1158	355.1104	186.1503	253.6134	998.8664	329.8223	199.7743
TMEM144|55314	137.8946	215.8134	783.6891	282.315	452.0014	114.0885	295.5975	151.0129	473.7803	472.0673	280.7634	126.3158	250.1646	208.8036
TMEM145|284339	142.1213	11.6656	12.7429	54.0724	0.2834	2.4361	0	2.0462	0	9.7333	0.6388	131.498	2.3041	0
TMEM146|257062	0	0	1.2743	0	0	0.406	0	0	0.4495	0	0	0	0	0
TMEM147|10430	2791.7052	1581.3351	1113.7305	2201.602	1854.7644	1637.028	2191.6389	2404.338	2327.0972	2359.5255	1736.6446	1725.668	1211.9816	1999.4357
TMEM149|79713	217.118	66.8308	127.9898	265.2395	219.7095	877.1498	70.6622	128.5656	98.2712	108.4254	94.332	206.6397	126.0072	172.1275
TMEM14A|28978	472.857	429.6824	587.4482	360.8624	301.5232	387.3325	650.0185	459.1774	672.0128	361.3505	299.9281	261.7004	361.7512	521.4447
TMEM14B|81853	1214.6348	1380.4277	1081.8732	994.3637	872.2635	799.4316	1457.6397	950.0757	1016.7846	1111.6293	557.3744	550.6073	619.4865	1294.5824
TMEM14C|51522	3480.1215	2775.1134	1776.3619	3522.1078	2754.7999	1937.8806	1758.0466	2320.0327	3322.7549	2831.5928	1540.5254	1921.2955	1850.8887	3740.9707
TMEM14E|645843	0	0	0	0	0	0	0	0.4092	0	0.4056	0	0	0	0
TMEM150A|129303	1054.0219	558.652	842.3065	732.5392	323.9107	596.4271	537.1809	626.151	725.0546	608.3342	404.6954	1174.413	631.6656	1029.3454
TMEM150B|284417	4.2267	43.4219	33.1316	7.9686	13.3192	37.3528	4.0696	13.5052	4.0456	1.6222	13.4153	15.5466	25.3456	21.4447
TMEM150C|441027	103.553	99.8056	84.1032	27.3208	131.7747	450.2639	58.0836	89.2163	25.6219	31.2278	41.2042	56.3563	89.8618	56.4334
TMEM151A|256472	118.3463	0.6481	11.4686	0.5692	3.9674	6.4961	0.37	77.7573	4.4951	30.0112	176.635	128.9069	1.3167	2.8217
TMEM151B|441151	21.7303	8.4316	24.2115	8.3215	3.9419	6.9062	10.2331	2.4596	7.6416	5.4426	3.5231	23.3198	2.9658	20.079
TMEM154|201799	6.34	18.1465	128.7034	65.4561	102.0191	95.4121	15.1683	22.9179	11.6872	34.0667	10.5406	2.5911	14.154	10.7223
TMEM155|132332	0	0	15.2915	0.5692	6.8013	6.9022	0.37	6.548	0	2.8389	1.2776	0	0	0
TMEM156|80008	4.2267	14.906	91.749	26.1824	36.2735	57.6533	12.5786	36.8324	7.6416	38.5278	8.9435	7.1255	8.5583	19.1874
TMEM158|25907	8.4533	11.6656	30.583	71.1479	25.5048	127.4868	107.2882	115.8175	57.0874	98.9557	78.8948	6.4777	2.6333	27.088
TMEM159|57146	1032.8887	1248.2178	920.0382	525.3564	1309.8123	690.6212	1803.1817	1480.2537	2143.2489	3040.0487	3121.2968	864.1296	1404.8716	1220.0903
TMEM160|54958	122.0446	48.6066	10.1943	115.5443	114.7715	395.0467	91.3799	157.1516	136.2006	111.9335	82.089	273.3603	68.1369	149.5485
TMEM161A|54929	1374.191	1562.5405	321.1214	1038.1908	1176.0538	720.6659	672.586	758.7477	675.6089	1439.3187	1526.1519	890.6883	813.6932	908.0135
TMEM161B|153396	313.8291	701.2314	1331.6343	89.931	217.6408	120.1786	204.9575	133.0059	355.1104	271.7226	294.4981	173.6032	177.4194	229.1196
TMEM163|81615	62.3432	73.882	94.2975	1609.6511	168.6149	150.2233	279.3193	31.9214	102.0381	1503.8021	708.4564	982.6721	1568.1369	119.6388
TMEM164|84187	481.3103	565.7809	281.6183	521.9413	669.0755	857.4909	575.6567	509.9243	554.6915	908.4457	1197.7961	207.2874	390.0592	617.3815
TMEM165|55858	1170.2549	1285.1588	1436.1262	1017.7002	1162.1679	1547.3	1213.4665	1560.8758	839.6789	1197.6072	1582.3684	564.2105	775.5102	987.0203
TMEM167A|153339	2078.4573	2918.989	5841.3507	2759.971	1786.4683	1827.4462	2469.4784	1880.4993	1511.2422	1713.4746	3163.1398	1275.4656	1559.5787	1354.4018
TMEM167B|56900	1150.7066	1138.6909	656.26	1184.471	1419.7662	1057.2473	850.1665	608.1441	911.1505	1364.6963	1130.4001	819.4332	934.4964	1040.0677
TMEM168|64418	759.7411	613.0914	818.0949	364.8467	561.672	465.2862	392.1569	483.3231	558.7371	534.523	574.9421	497.4899	672.4819	361.1738
TMEM169|92691	361.9073	132.8581	479.1335	219.1357	130.3578	72.2696	46.6149	47.8821	98.442	240.9003	39.2877	51.1741	88.8743	95.3725
TMEM170A|124491	398.3622	995.4634	902.1982	369.4001	540.418	409.257	513.5035	483.7324	679.6544	518.7063	205.7015	787.0445	940.4213	452.0316
TMEM170B|100113407	157.9712	232.6636	402.676	139.45	374.3535	281.3642	314.8354	182.9343	173.9592	183.7169	103.1702	183.9676	235.6814	103.8375
TMEM171|134285	462.8187	235.9041	223.001	279.4691	138.576	148.1933	1.1099	13.5052	0.4495	20.2778	0	218.2996	143.8446	1022.5734
TMEM173|340061	80.8348	255.9948	610.3855	190.1073	1457.1732	1081.2018	556.4188	1690.6077	876.0889	1970.1916	832.3884	22.0243	171.4944	279.9097
TMEM174|134288	34.8699	18.7946	31.8573	6.261	2.5505	17.0524	3.3296	0.8185	0.4495	0	0	61.5385	46.4121	27.6524
TMEM175|84286	787.7427	567.7252	588.7225	371.6769	298.406	717.8238	155.7529	270.9229	491.311	481.3951	280.1246	1376.5182	384.4635	426.6366
TMEM176A|55365	20653.0181	17327.2845	2249.1239	13549.9836	8847.8923	5578.5627	117.6471	884.3871	8219.2335	3399.3714	1010.6205	5638.8664	4807.4391	23467.833
TMEM176B|28959	26970.8097	22396.6299	2359.9873	14831.7849	12709.0329	7900.1218	219.3859	1701.2482	11077.6478	7360.0324	2118.0228	4038.2186	7828.1764	19945.8239
TMEM177|80775	424.7788	587.1679	782.4148	393.875	190.1523	213.1547	545.69	460.4052	334.4331	317.956	338.2576	178.7854	192.8901	307.5621
TMEM178|130733	28.5299	54.4394	67.5374	14.7988	16.153	237.5152	12.2087	28.6474	120.9174	35.2834	10.2212	262.3482	37.8539	28.781
TMEM179B|374395	1564.3904	1486.0661	818.0949	1457.6791	775.9122	1283.3942	1215.6863	1758.5431	1230.7499	1268.5795	1105.1665	973.6032	750.8229	1279.9097
TMEM179|388021	0	10.3694	0	0	13.3192	0.812	0	0.4092	4.0456	1.6222	3.8329	0	0.3292	3.9503
TMEM17|200728	147.9329	43.4219	215.3552	102.453	117.6054	58.4653	81.0211	143.2372	204.0761	133.8335	109.239	42.1053	110.9282	70.5418
TMEM180|79847	106.723	103.6941	91.749	95.6228	100.8856	272.838	162.4121	299.161	181.6008	94.4946	175.6768	327.7733	95.4575	44.5824
TMEM181|57583	515.6518	830.2009	962.0898	523.0797	1284.5909	728.38	741.7684	728.054	667.9672	707.2899	732.0929	410.6883	612.5741	870.2032
TMEM182|130827	145.2912	189.8898	214.0809	248.7332	193.553	49.9391	336.663	194.8025	242.7337	211.2947	230.9351	66.0729	150.0987	88.6005
TMEM183A|92703	882.3141	867.1419	2282.2555	825.8853	922.423	891.1896	1534.9612	729.2818	882.8315	877.2179	933.0033	595.3036	697.4984	933.4086
TMEM184A|202915	495.0839	408.5742	173.6859	543.8264	84.9508	268.4531	613.4961	2192.5107	1268.9849	276.1756	1124.3248	1113.2113	492.1955	337.4718
TMEM184B|25829	1119.7517	1350.4018	621.4081	2311.6195	1153.3461	2435.9521	1460.9952	3701.1909	1218.8694	2183.4128	3419.7141	1090.8502	2191.8993	697.7032
TMEM184C|55751	531.5018	372.6507	560.6881	219.1357	966.3479	306.1307	842.7673	581.9521	827.0927	491.1285	1093.3482	185.9109	637.5905	663.0926
TMEM185A|84548	496.6319	498.3798	364.4473	604.4729	713.0004	548.9241	554.939	444.0352	589.753	1101.0849	1018.9252	500.081	633.9697	443.0023
TMEM185B|79134	374.0589	776.4096	1162.1536	410.3813	755.2249	330.4913	895.6715	1648.0458	1225.8053	791.24	1177.3537	125.0202	371.6261	468.3973
TMEM186|25880	452.7803	439.4038	352.9787	217.9973	183.6344	174.1778	413.9845	243.0939	463.4416	284.7004	357.7418	335.5466	294.2725	279.9097
TMEM187|8269	259.9392	373.2988	168.2064	250.4408	165.2143	187.5761	110.6178	101.4938	192.8385	711.3454	162.9003	177.4899	238.6438	133.1828
TMEM188|255919	197.0678	357.0966	475.3106	169.6167	254.1977	343.8896	211.2468	258.6454	298.9221	326.4727	167.372	418.4615	331.7972	232.5056
TMEM189-UBE2V1|387522	0	4.744	0	0	0	0	0	0	0	0	16.4146	0	0	13.0305
TMEM189|387521	713.7763	776.9281	577.2539	838.4074	1009.9894	1380.0244	946.3559	1488.848	838.3304	769.7455	1841.1595	884.8583	543.1205	721.2133
TMEM18|129787	648.7809	596.8892	507.1679	484.3752	486.005	510.3532	857.5546	643.7487	584.804	1211.3961	329.9529	498.1312	471.6919	691.2923
