TCGA-KL-8327-01A-11R-2315-07	TCGA-KL-8329-01A-11R-2315-07	TCGA-KL-8332-01A-11R-2315-07	TCGA-KM-8439-01A-11R-2315-07	TCGA-KM-8441-01A-11R-2315-07	TCGA-KM-8476-01A-11R-2315-07	TCGA-KM-8477-01A-11R-2315-07	TCGA-KM-8639-01A-11R-2403-07	TCGA-KN-8422-01A-11R-2315-07	TCGA-KN-8423-01A-11R-2315-07	TCGA-KN-8424-01A-11R-2315-07	TCGA-KN-8425-01A-11R-2315-07	TCGA-KN-8430-01A-11R-2315-07	TCGA-KN-8437-01A-11R-2315-07	TCGA-KO-8403-01A-11R-2315-07	TCGA-KO-8406-01A-11R-2315-07	TCGA-KO-8410-01A-11R-2315-07	TCGA-KO-8411-01A-11R-2315-07	TCGA-KO-8413-01A-11R-2315-07	TCGA-KO-8415-01A-11R-2315-07	TCGA-KO-8417-01A-11R-2315-07
PRDM12|59335	1.8868	1.6552	1.576	0.437	0	2.7686	0	0.6146	0.9038	0.2957	0.6656	0.6975	0.409	0	1.7386	0.7324	0	0.3774	0.4459	1.0747	1.0623
PRDM13|59336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM14|63978	0	0.331	0	0	0	0	0	0	0	0	0	0.3487	0	0	0	0	0	0	0	0	0
PRDM15|63977	158.4906	118.1826	87.2078	94.8323	88.2546	59.5259	65.6844	156.1036	87.6638	184.2241	81.2048	129.381	76.8916	130.5842	73.0197	112.0571	104.2381	68.3019	94.5268	112.3052	127.8329
PRDM16|63976	902.8302	1174.8738	921.4605	538.8397	770.6319	814.6738	881.3407	1068.7562	701.7623	1879.2046	708.8776	1490.1482	975.4601	796.2199	602.8469	826.1467	1319.0261	919.2453	882.8447	921.0102	1027.9745
PRDM1|639	173.5849	167.177	460.2049	123.2383	209.1822	166.1187	237.5436	94.6455	218.2558	264.0645	247.2751	210.2877	513.7014	86.9416	491.1442	221.1847	379.0803	129.8113	354.9214	119.828	135.2691
PRDM2|7799	1090.566	679.3015	873.6538	539.7138	621.1623	589.0292	1241.2552	703.0806	906.4618	1838.3973	630.3353	1122.9294	915.3374	862.543	715.8535	1028.2889	1522.4527	786.0377	1284.5837	681.8915	834.9858
PRDM4|11108	2547.1698	3085.9886	4550.5647	895.4441	1463.5246	2523.62	2145.5404	1314.5886	2329.4171	5521.4016	3570.6798	3117.6983	4063.8037	1231.9588	2444.8549	3791.9985	4591.5239	3220.7547	2662.8024	2553.4659	3356.9405
PRDM5|11107	33.9623	84.0851	54.1108	11.3624	58.9616	13.8432	9.8976	16.5937	23.4975	3.8442	306.5147	27.5501	36.4008	53.6082	73.8889	36.2538	8.6564	173.5849	54.3975	4.2988	189.4476
PRDM6|93166	58.4906	8.9382	8.4056	38.8944	38.6818	20.0727	14.3966	13.2135	7.6819	3.5485	10.317	7.3235	11.4519	20.6186	9.1275	5.8592	4.3282	4.9057	8.9176	22.5685	13.8102
PRDM7|11105	0	0.331	0	0	0	0	0	0	0	1.1828	0.3328	0.3487	0	0.3436	0.4346	0	0	0	0	0	0
PRDM8|56978	4.717	5.9588	6.3042	2.1851	4.5066	4.153	31.4925	2.7656	7770.4474	20.6993	13.9779	26.8527	7.771	6.5292	4.781	2.5634	9.3778	3.7736	8.9176	3.2241	2.4788
PRDM9|56979	0	0	0	0	0	0	0	0	0.4519	0	0	0.3487	0	0	0	0.3662	0	0	0.4459	1.0747	0
PRDX1|5052	4394.3396	4993.7929	4316.2595	3029.3893	2462.1162	3552.8638	4060.7356	3703.4647	4993.6737	2284.9117	3658.5406	3387.9686	2332.9243	2425.0859	5221.7755	3068.754	3394.4094	3193.2075	4085.1633	4377.7539	2761.6856
PRDX2|7001	5082.0755	7828.5194	9199.8949	10107.7242	8477.3261	10613.601	7056.1242	9215.0265	11842.2955	6669.0323	6318.3293	7174.5423	7873.2106	8262.543	7637.0749	6832.189	6218.936	9306.7925	4290.7145	11454.057	7913.2436
PRDX3|10935	924.5283	2819.8295	1997.3733	5667.65	5352.7368	2234.9888	5651.5578	7139.2794	3392.6796	3371.0357	2640.8187	2998.7794	3869.9387	6598.6254	2304.0313	2218.8044	3943.3724	3048.3019	2346.6726	2272.4342	2361.1898
PRDX4|10549	193.3962	841.1818	577.8828	557.1944	512.2524	496.9718	809.8077	705.5389	865.793	908.4054	614.3606	766.1726	740.2863	475.2577	861.4582	952.4856	942.8314	982.6415	984.0597	1195.0564	544.6176
PRDX5|25824	11571.6981	8538.608	10964.539	7906.4788	6420.8056	25098.4599	6096.0522	6635.0157	18942.6118	10059.2888	9563.5244	12849.1718	10604.499	5716.8385	12557.6442	8676.0048	12322.4527	14578.4906	11102.8871	18338.5277	10947.5921
PRDX6|9588	4061.3208	6950.5917	7533.4909	6735.2781	6319.7822	5908.2886	4385.5584	8295.9207	5184.3651	4803.1345	5369.4983	6618.3086	5829.0389	4395.8763	5603.3902	4977.3872	4507.8449	5594.3396	4871.2518	5152.0688	5858.0028
PRDXDD1P|344405	42.4528	10.5934	6.3042	34.0872	21.782	29.0708	17.9957	26.7343	34.7944	14.1938	14.6435	21.9704	25.3579	28.5223	17.8203	14.2818	72.1371	11.3208	16.4976	13.4336	13.102
PREB|10113	1196.2264	961.6817	990.8064	1439.091	1035.7713	932.3412	1086.0421	1367.7499	1702.2142	848.9687	706.548	1004.3592	912.4744	1237.1134	650.6574	690.2866	1328.404	615.4717	1129.8629	1567.9742	974.5042
PRELID1|27166	3317.8679	1900.6108	1766.7612	2228.6332	1439.3541	3810.7147	1099.9393	2092.0151	2093.1044	831.5221	1723.4878	1403.2467	1184.6258	1556.5842	2145.7351	1464.4768	704.6637	1508.8264	1439.7369	3954.6265	1681.9051
PRELID2|153768	58.4906	24.8283	5.7788	6.9922	7.511	12.4589	7.1983	2.4583	35.2463	7.0969	18.6372	36.6173	18.4049	16.1512	25.6438	28.5636	19.1163	21.1321	23.1858	83.2886	35.0567
PRELP|5549	97.1698	125.1345	38.8758	92.2102	273.4016	128.742	259.1385	52.854	24.4013	50.5655	85.1984	86.4865	261.7587	126.1168	129.0883	30.0284	212.8043	65.6604	166.3137	129.5003	77.9037
PREPL|9581	718.3962	1272.9488	1268.684	2389.6733	3531.8749	1082.824	2218.2297	3517.4771	1057.2481	1483.6165	1477.0513	1120.8579	1340.6462	4415.8797	1428.8167	1480.9045	2689.7565	2105.5019	1206.1487	941.9076	1312.0644
PREP|5550	306.6038	697.8399	1785.1327	722.3861	650.8309	362.6925	949.2745	1078.8968	582.0154	1142.308	671.2705	1014.4725	612.6789	630.2405	596.3273	524.7643	931.2894	560.7547	726.3404	704.46	657.2238
PREX1|57580	843.3962	1078.8711	1314.4208	816.7814	971.552	546.8074	828.2533	1005.4544	1258.0208	1454.2766	1241.035	1337.4019	1138.2413	1256.3574	1163.099	749.9771	1438.7737	527.5472	1654.665	773.2402	429.8867
PREX2|80243	10.3774	27.1456	139.7426	0.437	21.4064	4.153	24.7441	13.8281	7.6819	97.8783	58.9067	32.0837	101.4315	61.8557	38.2484	46.8736	59.8738	43.0189	42.8046	2.6867	31.8697
PRF1|5551	55.6604	135.7279	102.4429	130.6675	92.0101	80.9829	57.1364	112.4683	23.0456	64.168	197.687	100.4359	167.6892	59.1065	119.5262	31.4932	77.5473	41.8868	309.4415	201.5046	64.8017
PRG1|23574	0.9434	1.3242	1.0507	3.4961	1.1267	13.1511	0	9.2187	0	0.2957	0.3328	0	0	6.1856	0	0.3662	0	0.3774	0.8918	0.5373	0.3541
PRG2|5553	3.7736	0.9931	1.0507	2.6221	1.1267	1.3843	12.597	1.5365	0.4519	1.7742	1.3312	1.7437	0.409	0.3436	0.4346	1.0986	0.3607	0.7547	2.6753	1.0747	0.7082
PRG3|10394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRG4|10216	13.4717	1.3473	2.6372	1.3329	0.3793	2.1457	0	1.2507	0.4609	0	0	2.1168	2.8957	0.3471	3.086	1.8456	1.4644	1.1434	0.9141	0	0.3576
PRH1|5554	64.4623	34.0015	43.2992	50.5146	49.5728	124.2637	21.8153	27.8036	29.0737	53.5581	41.1382	68.2895	81.6237	46.7663	57.7812	42.5744	36.4977	42.8038	30.0658	109.6776	46.7068
PRH2|5555	24.5283	3.6415	5.2535	8.3033	2.2533	13.8432	2.6994	0.9219	2.7113	3.2528	1.664	6.626	3.681	2.4055	8.6928	7.6902	4.3282	2.2642	5.3506	9.1349	2.8329
PRHOXNB|646625	0	0	3.1521	0	0	0	0	0	0	0	0	0	0	0	0.4346	0.3662	1.4427	0	1.3376	0	0
PRIC285|85441	608.4906	613.7549	1189.388	311.1548	309.8301	368.922	648.296	410.5401	301.4008	519.5535	980.1148	495.9024	433.5378	475.945	567.641	516.3417	733.9946	208.6792	748.6345	919.3982	339.2351
PRICKLE1|144165	67.9245	78.3117	99.2908	71.181	21.1285	31.4933	40.0405	72.5206	79.0782	62.098	74.8814	60.68	143.1493	140.8935	202.5426	62.9864	54.1028	45.6604	38.2655	83.8259	148.3711
PRICKLE2|166336	31.1321	31.7802	80.9036	332.1315	408.9757	37.3767	37.3411	506.1074	50.61	61.8023	138.4475	29.9913	71.5746	415.8076	109.0949	22.7044	63.4806	21.5094	53.9516	26.8673	36.8272
PRICKLE3|4007	289.6226	273.442	380.352	157.3255	113.041	326.7001	229.8954	165.015	281.9702	384.1206	218.6538	288.4045	330.4703	154.2955	299.4676	272.8188	301.1722	238.4906	401.2931	343.9011	269.4759
PRICKLE4|29964	41.4623	9.2063	31.0218	142.2703	74.7235	21.1663	7.2298	116.7642	42.4085	42.5342	19.0632	75.1037	15.407	101.4777	32.9371	9.6237	40.541	9.9283	29.174	10.129	13.5234
PRIM1|5557	13.2075	58.2637	21.5393	68.6114	68.7259	8.3059	32.8422	43.328	43.38	38.7373	30.2854	26.5039	59.7137	91.0653	42.5948	49.0708	42.9216	34.717	25.4152	18.8071	63.0312
PRIM2|5558	36.7925	110.8996	53.5855	58.56	74.3592	45.6826	87.2793	82.9684	68.2332	94.6256	154.0894	63.1212	72.8016	87.9725	78.2354	57.1272	74.3012	76.6038	74.4622	61.7947	76.8414
PRIMA1|145270	0	0	1.0507	0.874	0.7511	0.6922	0.4499	3.6875	0.9038	0.5914	1.664	0.3487	0.409	6.1856	0.4346	0.7324	4.3282	0.7547	2.6753	2.6867	0
PRINS|100169750	0	0.437	0	0.437	0	0	0.4499	0.6146	0.732	1.1828	0.9984	0	0	1.0309	1.3039	3.175	0.3607	0.4943	1.7835	0.5373	0.7082
PRKAA1|5562	1590.566	2258.7106	4157.0791	873.5934	1174.7254	2162.3118	1850.8604	1405.5466	1390.4202	1969.6902	2980.614	2268.1779	1679.3456	1428.5223	2593.5021	3578.5041	1915.5996	3251.6981	1369.3011	1747.985	2741.8555
PRKAA2|5563	675.4717	1250.6828	769.1095	1135.8025	1199.5118	880.4291	3042.1775	895.4444	1097.1532	1819.7679	1022.0484	1741.9355	1388.5481	1124.3986	900.1413	1429.2777	1745.7169	1341.1321	1058.9678	872.1118	1456.7989
PRKAB1|5564	2854.717	3586.8576	2123.9821	2947.6674	2186.4614	1806.5409	3355.753	4870.5539	3984.1844	4492.94	2387.8858	4264.3418	3026.5849	2256.0137	2197.5443	2879.7949	6230.4779	2459.2453	4022.2941	3490.5965	4416.4306
PRKAB2|5565	578.3019	755.4415	595.2193	551.9502	789.0339	568.2644	1215.1614	357.9934	1441.4822	2344.0526	435.9764	1161.6391	1398.773	982.8179	550.69	1180.2618	2510.7304	1012.4528	1051.8337	474.4761	1147.6629
PRKACA|5566	3420.7547	2841.0163	2802.2065	3137.332	2288.6114	4454.75	1891.8007	3051.087	3095.3457	2378.0587	2512.6882	2013.6007	3292.8425	2450.1718	2362.7078	2210.0156	1903.3363	2225.6604	1649.7603	2818.9146	2896.6006
PRKACB|5567	1724.5283	2247.7861	2444.9698	1554.463	1735.4239	2169.9256	1582.7241	2017.9765	3086.7601	932.6532	2446.4598	2357.803	1120.2454	2216.4948	2873.4108	2883.8231	1611.5419	4274.717	1191.8404	1385.8141	2860.4816
PRKACG|5568	0	0.331	0	0.437	1.5022	0	0	0.6146	0.4519	0	0.9984	0.3487	0.409	0.3436	0	0.7324	0.3607	0.7547	0	0	0
PRKAG1|5571	1745.283	1980.965	1696.8742	1331.1483	1169.0921	1827.3058	1393.3191	1105.0165	1488.4772	1574.9242	2023.9554	1431.2119	1676.8916	1151.2027	1989.7859	1746.0405	1557.4391	2432.8302	1351.9117	1775.3896	2087.4646
PRKAG2|51422	4075.4717	6234.8754	1014.4471	1003.3869	1300.1596	7156.2554	7186.5932	660.9818	4080.4338	1541.2139	4282.5526	4578.9015	4644.1718	1101.3746	5048.7884	3710.336	1465.8251	6904.1509	2088.0615	4926.921	6285.3187
PRKAG3|53632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3436	0	0	0	0	0	0	0
PRKAR1A|5573	2423.5849	6920.7978	8656.1597	4982.4101	7960.1915	3455.9612	10960.7468	10688.177	5067.3294	7287.6469	8693.5685	6988.3173	7071.1656	9239.1753	4530.2619	5739.0827	6902.7953	6713.2075	6375.6549	3963.9979	5577.9037
PRKAR1B|5575	579.2453	635.6037	183.3465	895.4441	632.0533	723.3085	356.7653	1769.6858	414.3696	354.8459	452.6167	702.7027	504.7035	512.7148	543.7357	421.8621	153.2913	481.8868	641.1771	664.1591	586.0482
PRKAR2A|5576	31.1321	496.5654	328.8679	113.1869	363.9095	46.3748	392.7567	463.0867	177.587	312.8558	559.7803	294.333	373.0061	479.7251	214.278	518.1727	163.0298	276.2264	139.1149	99.9463	333.2153
PRKAR2B|5577	546.2264	38.4011	22.59	14.4215	44.3151	77.5221	16.1962	29.8072	5.8744	12.1239	69.5565	76.0244	29.4479	45.3608	765.4026	129.2685	59.8738	94.717	44.1422	498.6566	63.3853
PRKCA|5578	665.0943	2526.8559	281.5866	787.0644	1235.9403	1016.7849	2086.6044	1255.2816	565.7479	1143.4908	653.9646	1824.5859	2490.7975	1820.6186	316.4186	718.1177	2279.5311	1244.5283	744.1757	703.9226	1359.0652
PRKCB|5579	17.9245	98.982	32.5716	22.2878	88.2546	11.7667	11.6972	52.2394	9.9413	38.7373	69.5565	88.9276	104.2945	43.299	48.6798	18.6762	99.1885	11.6981	86.5009	34.3901	10.9773
PRKCDBP|112464	296.2264	163.5355	203.3097	46.3236	126.5609	270.6351	67.9339	305.1394	117.4876	119.4648	158.7486	106.7132	155.8282	63.5739	325.1114	139.8883	53.3814	114.3396	263.0699	207.9527	61.9688
PRKCD|5580	9159.434	12007.614	2779.6165	663.3891	772.1341	7162.4849	5068.4962	361.3736	7014.9119	2725.2162	10623.5128	5768.4394	12101.8405	700	7227.2085	7228.7833	2067.4482	6606.7925	3727.1207	4788.8232	8030.4533
PRKCE|5581	697.1698	674.9979	790.6488	378.0181	640.691	1325.4888	742.7736	242.4522	1254.4058	943.89	714.8681	731.299	1527.6074	617.5258	906.6609	1168.5434	1186.6546	888.6792	329.9521	612.5739	1243.272
PRKCG|5582	0	0	0	0	0	2.0765	0	0	0.4519	0.5914	0	0.3487	0.818	0.3436	0	0.3662	1.4427	0	0	1.0747	0
PRKCH|5583	1223.5849	753.7863	1201.471	298.4814	295.9347	640.9413	963.2212	747.0231	413.014	400.6801	2139.9451	991.456	718.2004	744.3299	2263.6097	977.021	416.2308	1338.4906	664.8088	2017.7324	779.0368
PRKCI|5584	563.2075	1480.427	1556.0809	504.3155	654.962	930.2648	1479.6986	784.8199	837.7768	1473.7932	1607.7877	586.2249	1071.9836	850.5155	977.0727	1457.4751	1540.1262	683.0189	532.828	674.3686	1116.8555
PRKCQ|5588	12.2642	35.7527	17.8618	326.8874	240.353	17.304	296.0297	378.8891	4.9706	15.9681	63.8988	25.4577	55.6237	182.8179	69.9772	32.5918	52.2994	36.2264	96.3103	15.583	1.7705
PRKCSH|5589	7826.4151	9963.4197	6772.2616	4636.7311	3606.7975	9416.8541	4709.4815	5263.8857	7382.7384	5594.7365	6101.6724	5958.5004	8323.5174	4023.0241	6301.8581	6196.4662	5092.1551	5680.7547	5159.291	8671.1445	8053.8244
PRKCZ|5590	658.783	402.3537	368.9624	704.4073	413.6025	525.1497	993.1031	440.1567	917.474	399.6392	376.0546	655.1944	437.8364	469.5911	346.7261	354.6059	326.2254	292.1849	568.4673	619.8442	421.5722
PRKD1|5587	123.5849	202.2676	411.3475	209.3303	321.0966	163.3501	156.1129	832.1426	363.7596	638.4269	426.6578	426.5039	322.6994	337.1134	365.0983	297.7204	611.3616	284.9057	560.4726	408.9199	278.6827
PRKD2|25865	1365.0943	999.7517	1274.4944	579.0451	515.6323	977.3317	927.2298	707.3827	1279.2589	981.1488	906.5646	926.5911	1157.0552	643.9863	1032.7067	901.95	1142.2904	701.8868	1021.0679	1027.4046	1078.6119
PRKD3|23683	360.3774	361.4996	547.4127	407.2982	620.0357	274.788	785.5134	587.2321	146.4076	614.179	440.9685	518.9189	573.0061	719.244	498.9677	507.5529	680.2525	558.4906	403.9683	377.2166	391.289
PRKDC|5591	396.2264	3085.3265	2087.7331	1219.2724	2511.689	573.8017	2402.8793	2001.6901	902.8468	4822.3553	3273.1508	2190.7585	2852.3517	2729.5533	2231.0116	3811.7733	3819.2967	1330.566	2030.5429	1300.9135	1496.813
PRKG1|5592	2.8302	94.3474	84.0557	74.7296	317.7166	17.9962	238.8933	149.6505	31.6313	226.8056	103.17	126.9398	173.0061	294.5017	59.9804	121.9445	203.0658	75.8491	120.8338	19.3444	73.6544
PRKG2|5593	0	0.9931	1.576	0.874	1.1267	1.3843	7.6482	0.3073	6.3263	417.831	2.3296	1.7437	0.409	2.7491	0	1.831	1016.7719	0.3774	218.4818	1.0747	1.4164
PRKRA|8575	572.6415	764.7108	644.0767	876.6525	1117.3449	673.4729	1200.3959	763.9241	1170.4022	1062.512	600.1098	897.2973	919.0757	1000.6873	713.7933	638.6524	1894.0667	769.434	854.4376	774.8522	614.0652
PRKRIP1|79706	1348.0755	498.8496	309.8713	707.6805	384.009	850.86	320.0855	468.2984	387.6096	508.2132	464.3881	592.9974	552.2454	396.7595	663.3402	545.4912	303.156	596.9698	715.4208	797.4261	679.2528
PRKRIR|5612	1054.717	1278.1594	1255.5818	658.5819	860.0131	1069.3892	729.2768	637.3204	807.0493	2259.7767	1386.1386	1718.9189	1531.2883	1021.9931	1343.475	1223.4734	1666.7268	1412.0755	1265.4108	1291.7786	1566.9263
PRKX|5613	224.5283	298.6013	368.7943	234.6772	220.0732	69.9083	101.226	696.9348	61.9069	109.1151	287.8775	526.5911	117.7914	581.0997	216.4512	116.4515	134.1749	314.3396	531.9362	414.2934	540.0142
PRKY|5616	0	0	139.7426	53.3159	0	24.2256	58.4861	26.7343	0	23.6564	0.3328	154.8387	30.2658	0.3436	0	0.7324	0	18.4906	37.0081	3.2241	0.7082
PRLHR|2834	0	0	14.7097	0	0	0	0	0	0	0	0.9984	0	0	0	5.2157	0	0	0	0	0	0
PRLH|51052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLR|5618	817.9245	2096.4992	3200.9456	1985.36	3477.9833	47.7591	7151.5015	206.1919	810.2124	1780.7348	3133.3722	2946.1203	1921.0634	3643.299	437.6834	1222.3748	2652.4797	421.8868	1695.6861	666.8458	4217.7762
PRL|5617	0	0.331	0	0	0	0	0	0	1.3556	0	0	0	0	0	0	0	0	0	0	0	0
PRM1|5619	0	0	0	0	0	0	0	0.3073	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM2|5620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM3|58531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT10|90826	283.9623	377.7208	782.2432	265.7052	295.5591	312.1647	503.4304	256.2802	302.3046	353.663	531.159	321.5344	355.4192	344.6735	414.2128	347.8898	267.2678	436.9811	297.4027	232.1333	423.1586
PRMT1|3276	2539.6226	2314.988	2192.2774	1543.9747	1300.1596	3183.2497	1366.7754	1072.751	2077.2707	2823.9817	2050.4202	1971.7524	2763.1902	1123.3677	2085.4069	1852.6046	2534.1749	2298.8679	1599.8216	2571.1983	2512.7479
PRMT2|3275	1298.1132	1933.9568	743.8928	2927.5647	2068.9137	1133.068	1964.2335	3423.5231	2285.1333	934.4274	912.5551	1174.5423	951.7382	2237.1134	1115.2885	809.6677	932.3715	705.283	1316.2412	1456.7437	2091.7139
PRMT3|10196	191.5094	410.163	456.0021	478.5316	587.3627	299.0137	287.4817	504.8782	303.2083	571.8933	545.4697	537.0532	514.5194	599.3127	393.7846	392.1999	700.4509	471.6981	328.1685	489.5218	404.745
PRMT5|10419	572.6415	982.8685	944.5758	914.2358	1091.3529	638.8649	830.0529	904.9704	531.8572	1426.4804	1054.6634	859.2851	894.8875	966.323	876.236	968.2322	1190.6222	1201.5094	847.6201	889.8442	1188.7394
PRMT6|55170	224.5283	238.3514	244.8122	874.4674	942.6345	347.465	326.6224	1138.5112	225.4858	247.2093	330.4767	331.9965	288.3436	1313.0584	321.6342	432.4819	374.752	380.3774	334.8568	285.3305	297.4504
PRMT7|54496	1291.5094	388.3142	351.4578	466.2952	304.9479	674.8572	276.6843	397.0193	521.4641	559.4736	415.0096	486.8352	402.863	349.4845	454.1997	456.2849	473.9405	492.8302	460.1494	631.381	424.5751
PRMT8|56341	37.7358	41.0494	117.1526	0	0	13.8432	22.9446	0	9.0375	35.4846	142.4411	81.2554	153.7832	0	21.2974	34.789	128.0433	52.4528	107.4574	86.5126	96.6714
PRND|23627	20.7547	18.5384	80.3783	2.6221	21.4064	2.7686	13.9467	0.6146	3.615	43.1729	21.2996	1.3949	102.6585	1.3746	26.5131	6.9578	7.9351	1.1321	65.0987	29.0167	32.5779
PRNP|5621	1278.3019	3537.5321	2469.6612	255.2169	1213.4072	1393.3206	539.4219	205.27	1391.7759	2905.0048	3831.2672	2070.0959	1891.6155	846.3918	3480.6042	1631.7861	3341.7493	2204.5283	4318.3592	2149.3821	1963.5269
PRNT|149830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRO0611|28997	0	0	0	0	0.7511	1.3843	0.4499	0.3073	0	0.2957	0	0	0	0	0	0.3662	0.3607	0.3774	0	0	0
PRO0628|29053	0	0	0	0.437	0.3756	0	0	0	0	0	0.3328	0	1.227	0	0	1.0986	1.0821	0.3774	0	1.612	0.3541
PRO1768|29018	0	0.331	0	0	0	0	0	0.3073	0	0	0	0	0	0	0.4346	0.7324	0	0	0.4459	0	0
PROCA1|147011	216.0377	61.5741	37.8251	100.9505	36.8041	198.6503	28.7932	20.2812	30.7275	66.5336	39.9368	51.6129	104.2945	20.6186	63.4576	80.5639	25.6087	44.5283	67.7739	92.9608	108.711
PROCR|10544	123.5849	227.0959	133.4384	317.71	218.1955	106.5928	117.4221	353.6913	127.8807	54.114	164.4064	92.0663	177.5051	212.3711	186.8956	53.099	151.4878	67.5472	172.556	193.4444	78.6119
PROC|5624	4.717	1.6552	3.1521	1.7481	1.1267	1.3843	2.2495	1.5365	17.6231	1.7742	0.9984	11.1595	2.863	1.7182	3.0425	0.7324	1.8034	0.3774	6.6882	3.2241	0
PRODH2|58510	10.3774	1.9863	4.2028	0	0	0	0	0.3073	0	0	0	0	0	0	0.4346	1.831	0.3607	0.3774	0	0.5373	1.0623
PRODH|5625	8.4906	4.9657	9.4563	1561.0182	1988.1701	22.8413	14.8465	902.8194	1.3556	5.3227	2.9953	8.0209	4.09	1496.9072	14.7778	2.9296	11.1812	2.6415	19.1729	3.2241	2.8329
PROK1|84432	0	0.331	0	1.311	0.3756	1.3843	0	1.5365	0.4519	0.5914	0	0.6975	0.409	0	0.4346	0	0.3607	0.3774	1.3376	0	0.3541
PROK2|60675	0.9434	1.3242	1.0507	1.311	0.7511	0.6922	1.3497	2.4583	0	1.4785	5.6577	1.0462	1.227	2.0619	0.4346	0	0	0.3774	6.2423	2.1494	0.3541
PROKR1|10887	0	0	0	0	0	0	0.4499	0.6146	0	0	0	0	0	0	0	0	0	0	0.8918	0	0
PROKR2|128674	0	3.2045	0	0	0	0.6922	0	0	0	0	0.9984	0.3487	0	0	0	0	0	0	0.4459	7.7539	0
PROL1|58503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROM1|8842	39.6226	26.1524	75.1248	0	12.0177	22.8413	132.7185	252.9001	21.69	43.7643	49.5882	24.0628	24.1309	8.2474	41.2909	20.8734	1395.8521	12.8302	968.8998	132.187	4.2493
PROM2|150696	1584.9057	2153.4387	2479.1174	7573.4732	6158.295	980.7925	1152.1764	17613.8895	1872.1193	2112.8114	1507.6129	2114.3854	1364.4172	9935.0515	2483.538	2282.8893	4549.6844	1680	2308.7727	2112.3052	605.5241
PROP1|5626	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3436	0	0	0	0	0	0	0
PROS1|5627	83.0189	189.3569	348.3058	111.0019	196.0379	200.0346	157.4626	113.0829	84.9526	144.0083	316.8317	230.1656	314.5194	216.1512	249.0492	136.9587	209.9188	190.566	308.9957	147.77	104.8159
PROSC|11212	469.8113	1266.5729	838.4555	1820.6053	1885.6445	561.3428	1518.8393	1317.0469	1120.1988	1018.999	1131.5417	706.5388	1354.6012	1942.268	1512.9849	1252.7694	1297.0243	762.2642	955.5234	1046.7491	696.5297
PROX1|5629	26.4151	10.5934	117.678	0.437	0	3.4608	10.7974	14.7499	5.8744	3.2528	66.5613	25.4577	11.8609	1.0309	14.3431	4.0282	5.4103	2.6415	1.7835	3.7614	2.4788
PROX2|283571	0	0.9931	1.0507	0.874	1.1267	0	1.7996	0.3073	1.3556	1.1828	0.6656	1.7437	0.409	1.0309	1.3039	1.0986	0.7214	0.7547	1.3376	1.0747	0
PROZ|8858	36.7925	7.945	106.1203	76.0406	38.6818	21.457	4.049	24.2759	9.0375	12.7153	46.2601	13.9494	13.0879	13.4021	39.5523	30.3946	3.6069	33.5849	23.1858	51.0478	12.7479
PRPF18|8559	184.2736	244.3731	189.1778	354.5679	393.2889	189.5414	477.4221	279.7572	316.3895	218.5762	286.8991	229.9041	296.7935	384.7251	318.3962	244.0575	250.9071	281.1321	257.425	179.8818	262.3938
PRPF19|27339	2208.4906	2322.271	2068.8206	2207.3637	1469.1578	2459.9412	1110.7862	1709.1496	1595.1197	1939.2326	2041.4344	1877.5937	1632.3108	1636.7698	2104.9658	1791.083	1911.6321	2188.3019	2005.1276	2644.8146	2612.2521
PRPF31|26121	2237.0755	1660.0248	1300.2837	890.72	727.7852	2293.5041	940.947	1012.6542	1201.1523	1617.5383	1497.6853	1372.2546	1493.1575	781.5086	1753.3674	1362.7978	1270.3805	1488.9736	937.6257	1525.309	1808.148
PRPF38A|84950	495.283	319.4571	341.4762	703.5944	484.4616	388.3025	320.3239	375.8162	349.2996	328.5281	328.4799	282.1273	375.4601	471.134	411.1703	323.3544	533.4536	336.6038	461.487	224.6104	364.0227
PRPF38B|55119	969.8113	635.2727	900.4465	757.7843	754.1076	690.777	634.7992	547.8989	699.5029	894.2116	899.2429	725.7193	776.6871	964.9485	992.2851	923.1896	957.2588	783.3962	748.6345	531.4347	714.9433
PRPF39|55015	947.1698	389.9694	553.1915	299.3554	223.4532	598.7195	203.8016	313.129	317.6683	581.0601	459.6056	436.2685	524.3354	294.8454	544.605	462.8765	702.2543	466.0377	652.3242	478.2375	471.3173
PRPF3|9129	735.8491	303.567	257.4205	428.2749	339.4986	375.1514	267.2365	322.655	265.2508	294.2264	335.8016	312.1186	348.8753	348.11	388.5689	315.6642	345.5365	380.3774	477.5387	293.928	374.6459
