TCGA-KL-8324-01A-11R-2315-07	TCGA-KL-8325-01A-11R-2315-07	TCGA-KL-8328-01A-11R-2315-07	TCGA-KL-8330-01A-11R-2315-07	TCGA-KL-8331-01A-11R-2315-07	TCGA-KL-8333-01A-11R-2315-07	TCGA-KL-8337-01A-11R-2315-07	TCGA-KL-8340-01A-11R-2315-07	TCGA-KL-8342-01A-11R-2315-07	TCGA-KL-8346-01A-11R-2315-07	TCGA-KM-8438-01A-11R-2315-07	TCGA-KM-8442-01A-11R-2315-07	TCGA-KM-8443-01A-11R-2315-07	TCGA-KN-8418-01A-11R-2315-07	TCGA-KN-8419-01A-11R-2315-07	TCGA-KN-8421-01A-11R-2315-07	TCGA-KN-8428-01A-11R-2315-07	TCGA-KN-8431-01A-11R-2315-07	TCGA-KN-8432-01A-11R-2315-07	TCGA-KN-8434-01A-11R-2315-07	TCGA-KN-8435-01A-11R-2315-07	TCGA-KN-8436-01A-11R-2315-07	TCGA-KO-8407-01A-11R-2315-07	TCGA-KO-8409-01A-11R-2315-07	TCGA-KO-8414-01A-11R-2315-07
NCOA5|57727	1417.7632	1033.4572	1098.3235	900.3594	1436.2134	852.0202	1073.3738	992.1243	971.7108	1337.9479	673.8695	1331.7599	1217.8423	778.6078	386.9767	961.7548	878.852	734.5455	1170.8968	1058.9119	893.1298	1400.1137	1175.3389	1025.6233	1155.9074
NCOA6|23054	2460.5263	2388.0338	2023.1083	2881.4113	2021.2007	1977.6915	1950.209	1766.6702	1475.9767	2415.3572	1905.1731	2026.9724	1902.9046	2066.2139	1540.4651	1250.0937	2906.9486	2001.8182	2548.7874	1874.4005	2244.6218	3704.6533	1764.7573	2134.349	2269.1839
NCOA7|135112	1200.6579	3109.718	1300.8609	1582.4894	1432.5214	3914.7319	2482.1531	1720.0462	1857.656	1593.7574	1233.7294	3752.8658	2254.7718	3560.6112	4897.6744	1598.8001	1409.9698	1310.9091	1394.247	1671.7516	3151.2838	2522.2855	1526.0166	653.7396	635.404
NCOR1|9611	1089.7556	2832.3269	550.068	1874.8775	774.9235	3999.339	1079.8239	1094.193	1232.1509	977.665	909.651	2107.8894	1524.4813	1271.6469	3119.0698	711.2861	1854.9849	925.4545	1624.9295	1403.4558	1648.855	2871.1992	993.8784	730.6094	828.6642
NCOR2|9612	6621.2406	4447.2707	8943.8151	6877.1643	9658.8532	3123.5231	8268.6584	7002.4152	5557.7009	11925.4498	6947.7933	6107.2151	9580.4979	7694.7368	6236.7442	7452.5684	4424.4713	6639.0909	3627.7496	9713.2844	7528.4525	8069.976	7861.8277	6549.8615	9200.1624
NCR1|9437	0.4699	0	0	0.6534	0.8205	2.3135	0.3794	0.8401	1.3471	0.4299	0.9703	1.0115	0	0	0	0.7499	2.1148	1.8182	6.2042	1.2232	0	0.3716	1.3118	0	7.3082
NCR2|9436	0.4699	0	0	0	0	0	0	0	0.449	0	0.4851	0	0	0	0	0	0	0	0	0.4077	0	0.3716	0.4373	0.6925	0.406
NCR3|259197	5.6391	1.669	1.8124	0.3267	0.4102	4.627	0.7588	2.9402	8.0826	0.4299	2.4257	2.6972	1.2448	1.6978	5.1163	5.2493	3.3233	0	10.7163	3.262	0.347	4.8305	4.8098	10.3878	30.8567
NCRNA00028|140875	0	0	0	0	0	0.3305	0	0	0.449	0	0	0	0	0	0	0	0	0	0	0.4077	0	0	0	0	0
NCRNA00029|100144596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347	0	0	0	0
NCRNA00032|158035	0.9398	0.3338	0	0.3267	0.8205	1.983	0.3794	0.8401	0	0	1.4554	0.6743	0	3.7351	0	2.2497	0	0	1.128	0	0.347	1.1147	1.3118	0.6925	0.812
NCRNA00051|619434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00052|145978	0.4699	0	0	0	0.8205	0	1.5177	0	0	0	0	0	0.8299	0.3396	1.3953	0	0	0	0	0.4077	0.347	0	0	0.6925	0
NCRNA00081|92482	321.1231	279.0001	467.0594	254.7501	357.113	367.803	236.9087	248.7997	281.5671	184.961	441.0425	278.3378	368.9295	387.657	488.5814	189.4488	135.5015	522.2727	189.2499	214.9546	487.2554	442.0242	350.1924	432.2784	229.4641
NCRNA00085|147650	79.3985	32.379	72.9497	44.0771	102.9676	14.5418	51.2214	45.3639	41.3112	47.2925	48.9999	56.3048	78.4232	40.4075	21.8605	51.7435	33.5347	52.7273	31.5849	96.2277	45.7564	41.617	71.2374	157.2022	50.7308
NCRNA00086|399668	335.0564	466.9918	695.5143	392.3554	2119.2455	177.4767	665.1199	1315.9719	228.5586	735.6134	1838.2228	408.9683	986.3071	984.0407	371.1628	193.4758	20.2417	1412.7273	206.9938	878.6889	1649.5489	200.6532	563.1832	583.795	643.5242
NCRNA00087|644596	736.3722	487.02	1207.5215	1185.2336	975.9359	128.8937	822.5784	1062.2703	738.6619	877.9208	2206.9347	547.2016	1040.6639	1576.2309	260	268.4664	140.7855	1420.9091	415.6796	1199.9914	810.8952	211.4291	905.9904	739.6122	1117.7426
NCRNA00092|100188953	3.2895	0.3338	3.6248	0.6534	1.2307	4.627	0.7588	3.3603	2.6942	1.2898	4.8515	0.3372	1.6598	1.0187	2.7907	2.2497	0.9063	10.9091	6.2042	3.6697	1.3879	1.1147	0.8745	6.2327	5.2781
NCRNA00093|100188954	0.5451	0.3672	1.5224	1.8295	7.0313	1.5401	3.1226	2.9192	10.2155	1.4919	2.2026	1.1396	1.39	3.1375	0.5581	6.6854	1.0363	3.4182	0.6317	3.9062	5.4303	3.8533	1.8889	0.6717	1.689
NCRNA00094|266655	277.7538	203.2866	475.8813	421.0421	737.1783	310.3594	379.2436	422.1653	384.9529	396.1435	356.3552	379.9123	533.5394	394.0475	110.2698	689.7263	502.136	222.5364	372.5945	465.2525	343.3588	218.6266	396.9436	561.5997	553.5688
NCRNA00095|283932	11.7481	10.6817	53.0131	47.3701	79.5845	82.2936	83.472	35.703	36.3718	27.9456	73.7424	113.621	78.4232	133.7861	15.3488	32.6209	115.1057	125.4545	41.1732	104.7903	169.3269	102.5561	95.7586	33.9335	27.6086
NCRNA00099|359822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4651	0	0	0	0	0	0	0	0	0	0
NCRNA00105|80161	173.8722	92.7975	66.1531	101.6563	562.761	24.5129	192.8279	125.2378	34.5757	83.9485	20.8613	97.5455	112.8631	49.236	75.814	40.15	102.4864	20	43.4969	164.3209	170.0902	89.6177	104.1889	462.6039	115.7125
NCRNA00107|283981	7.5188	2.6704	4.0779	3.2669	7.7944	1.983	9.106	2.1002	3.1432	8.5986	1.9406	7.4174	4.9793	2.7165	1.3953	2.9996	3.3233	2.7273	1.692	7.7471	10.4094	4.459	3.9353	6.2327	3.2481
NCRNA00110|642976	0	0	0	0	2.0511	0	0.7588	0.8401	0	0.8599	0	0	1.2448	0	0	0.375	0	0	2.2561	0	2.4289	3.3442	0	0	0.406
NCRNA00111|54090	0	0	0	0	0	0	0	0	0.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00112|54089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00113|54088	0.9398	6.3423	0.9062	9.474	2.8716	1.322	10.6237	3.7803	2.6942	1.2898	1.4554	12.4747	0	1.6978	18.6047	0	29.003	0	2.8201	4.0774	1.3879	0	8.7451	15.928	3.2481
NCRNA00114|400866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3021	0	0	0	0	0	0	0	0
NCRNA00115|79854	15.5075	7.0099	19.9366	47.0434	29.1263	12.8894	22.3857	20.1617	16.6143	16.3374	18.9207	20.5664	32.3651	12.2241	12.093	42.3697	45.3172	13.6364	11.8443	25.6879	23.9417	22.6664	27.1098	19.3906	17.8644
NCRNA00116|205251	430.4511	126.5117	743.9964	245.998	429.1	254.8129	322.8848	369.6314	380.7813	11.1782	749.5525	9.4403	314.1079	385.0594	272.093	437.1954	323.565	603.6364	7.8962	376.348	239.0701	276.084	403.1482	1038.7812	12.9923
NCRNA00119|348808	0.4699	2.3366	1.3593	0.3267	1.6409	5.9489	1.1383	1.6801	0.449	1.7197	0.4851	1.3486	0.4149	2.3769	0.4651	0.375	2.1148	0	0.564	1.2232	2.4289	2.2295	4.3725	0	0
NCRNA00120|55389	17.8571	33.7142	42.5918	87.8798	37.3309	74.0312	45.9096	67.6257	21.5537	24.5061	32.5049	61.3621	26.556	54.6689	76.2791	19.8725	35.0453	22.7273	14.1004	44.0364	59.3338	27.8685	46.7862	22.1607	39.7889
NCRNA00152|112597	36.6541	12.3507	53.4662	14.7011	47.1764	129.2242	39.0801	42.4236	70.9475	113.9319	45.1187	98.4491	46.888	25.8065	67.4419	36.3705	163.4441	22.7273	26.5087	95.4122	31.5753	43.1033	70.8352	45.0139	55.6232
NCRNA00157|54075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00158|54072	0	0	0	0.3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00159|54070	0	0	0.9062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9091	0	0	0	0.3716	0	0	0
NCRNA00160|54064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00161|118421	0	0	0	0	0	0.3305	0.7588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347	0	0	0	0
NCRNA00162|378825	0	0.3338	0	0	0	0.3305	0	5.4605	0	0	0	0	0	0	0	0	0.3021	0	0	1.2232	0	0	0	0	0
NCRNA00164|554226	0	0	0	0.3267	0	0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00167|440072	3.7594	1.0014	0.9062	0.9801	0.4102	0.661	3.4148	4.2004	1.3471	0.8599	0	2.3601	2.0747	6.7912	0.9302	2.2497	3.9275	0	2.8201	4.4852	4.1638	2.6011	3.9353	6.2327	2.03
NCRNA00169|400508	3.7594	4.3395	0.9062	1.6335	3.6921	3.305	1.5177	2.5202	2.6942	5.1592	2.9109	3.0344	2.9046	2.0374	1.3953	2.6247	3.3233	3.6364	0.564	3.262	3.4698	2.6011	3.9353	4.8476	1.624
NCRNA00171|80862	12.2979	17.8051	29.5242	14.1098	24.4948	14.6575	13.42	27.5165	14.9933	12.9968	11.8279	8.4154	20.8548	24.9847	14.9628	18.5227	28.435	4.6182	16.1534	18.8337	43.6919	33.9847	23.4106	7.1053	21.7702
NCRNA00173|100287569	2.8195	0	4.531	0.6534	0.4102	1.983	1.1383	0	0.8981	0	0.4851	0	2.0747	1.0187	1.3953	0.375	1.8127	0.9091	5.6402	0.4077	1.7349	0.3716	0.8745	0	6.0901
NCRNA00174|285908	113.7218	48.7354	237.8795	130.3496	228.0876	37.6766	223.4773	147.4325	146.3853	103.1836	125.6531	82.94	160.166	108.6587	71.1628	236.2205	169.1843	61.8182	103.7789	145.157	154.0597	230.0081	240.4897	286.7036	350.3857
NCRNA00175|378832	2.3496	0.3338	0.4531	0	0.4102	6.6099	0	2.5202	0.8981	3.4395	0.4851	4.7202	0.4149	4.7538	0	8.249	0	0	0	23.2414	0.694	0.3716	7.4333	5.5402	2.8421
NCRNA00176|284739	7.0489	2.0028	12.2338	5.5537	28.3058	2.3135	16.315	7.1406	23.7988	4.2993	9.7029	11.8004	15.7676	17.657	5.1163	16.8729	6.9486	9.0909	5.6402	22.4259	30.8813	35.6717	45.4744	19.3906	9.3382
NCRNA00181|503538	5.9164	9.9941	7.5034	43.0284	6.9493	41.0543	4.7693	12.0886	22.7211	2.902	10.649	49.6089	29.361	7.3447	5.1907	365.8568	18.5408	31.5091	16.6272	23.27	4.9584	19.9613	99.5015	10.3116	79.4559
NCRNA00182|100302692	26.7857	18.693	27.6393	23.8484	33.6388	39.6596	37.9418	31.5027	30.0853	17.6272	31.0494	27.3095	38.1743	25.1273	15.814	31.4961	21.4502	30	24.2527	35.8815	52.7412	45.7043	28.8588	22.8532	20.3004
NCRNA00183|554203	158.8346	399.8972	369.7327	268.8664	499.6595	229.3646	241.3099	256.6418	277.5034	142.7374	199.8807	163.5199	325.3112	297.7929	316.7442	137.6078	253.4743	179.0909	200.7896	342.0975	268.2165	239.6691	257.9799	209.8338	150.2233
NCRNA00185|55410	0	0	0.4531	0	0	18.1773	24.6622	47.464	0	91.5755	0	24.2751	0	0	11.6279	0	0	0	0	0	23.5947	33.4422	1.749	0.6925	0
NCRNA00188|125144	5232.1429	1804.5444	4974.1731	2000.3267	4505.9606	3742.8737	2523.5097	3122.9655	2563.0894	3240.8263	3634.2378	2951.1126	3534.0249	4575.8913	3232.5581	1874.0157	6325.9819	3767.2727	2111.6751	2682.1419	4190.1457	5324.7424	3668.9987	4989.6122	4009.3382
NCRNA00189|193629	0	0	0	0	38.1513	9.2539	3.0353	100.8086	0.8981	0	0	14.8348	32.3651	137.8608	0.4651	0	0.3021	0	0	0	0	149.0036	0	6.2327	0
NCRNA00200|399706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8372	0	0	0	0	0	0	0	0	0	0
NCRNA00201|284702	273.6936	95.2243	187.2542	178.4286	193.7555	187.1305	282.7575	170.5597	183.6911	192.6912	104.2048	157.0263	167.9212	141.8098	159.2186	392.291	272.1118	135.4455	471.5736	193.5154	210.3643	143.7569	197.1185	291.9806	236.3175
NCRNA00202|387644	0.9398	1.3352	1.3593	0.6534	3.2818	1.322	3.7942	0.42	1.3471	0	0	1.0115	0.8299	1.0187	0.4651	4.4994	7.5529	0.9091	3.9481	1.631	2.0819	5.9453	3.0608	0.6925	2.8421
NCRNA00203|319085	0.4699	0.3338	0	0.3267	1.6409	0.661	0	0.42	0.449	1.7197	0.9703	0.6743	3.3195	0.3396	0.4651	0.375	0.3021	2.7273	1.692	0.4077	0.694	0	1.3118	3.4626	2.03
NCRNA00204B|286967	3.7594	0.6676	4.0779	8.494	5.333	1.6525	6.8295	2.1002	3.5923	3.4395	2.9109	11.8004	2.0747	5.7725	0.9302	4.8744	4.2296	3.6364	2.2561	2.8542	3.4698	4.8305	5.247	3.4626	6.0901
NCRNA00207|388910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRNA00219|114915	521.1466	243.6769	1088.3552	422.411	1070.6989	391.3079	783.4983	737.1627	563.0894	241.1918	693.7605	308.8334	709.5436	921.9015	236.2791	462.3172	570.0906	350.9091	625.4935	548.4161	1010.7564	781.8045	862.7022	577.5623	1398.7008
NCRNA00230B|401629	0	0	0	0	0	0	62.604	0	0	61.0503	0	0	0	0	40	0	0	0	0	0	0	0	0.4373	0	0
NCRNA00235|64493	5.1692	0.3338	3.1717	4.9004	4.5125	0.661	5.3119	2.5202	2.6942	9.4585	2.4257	3.7087	11.6183	7.4703	0.9302	2.2497	2.719	7.2727	3.3841	6.5239	3.8168	5.9453	5.6843	0.6925	5.2781
NCS1|23413	16.9173	8.3451	89.7145	14.7011	101.3267	117.6568	36.4241	82.327	38.617	23.2163	27.1682	99.1234	94.6058	55.6876	31.6279	467.5666	106.0423	14.5455	18.6125	98.2664	61.4157	44.218	36.2921	7.6177	50.7511
NCSTN|23385	1557.3308	1672.1444	2036.8872	2326.9389	2125.3989	1641.3782	2164.3449	1886.2501	2057.0274	2052.7483	2015.3015	1773.2232	2443.9834	2077.708	2185.3163	2120.36	2321.855	1830.9091	1860.6543	1786.3277	1900.8709	1873.6405	1787.0573	1886.4266	2209.5006
NDC80|10403	5.6391	4.3395	25.8269	17.6413	57.8424	16.8553	20.1092	33.6029	20.6556	47.7224	7.7624	11.1261	53.527	32.2581	7.4419	80.6149	660.423	11.8182	6.2042	26.5034	74.948	11.8906	25.3607	12.4654	18.6764
NDE1|54820	216.8374	260.3004	181.3956	204.773	221.3844	215.9299	200.3821	160.9577	167.5079	234.9105	190.5658	192.5219	237.3112	157.6842	206.9302	377.3341	550.3474	258.9091	277.3435	179.0079	329.0042	241.0626	220.1006	152.6662	365.0711
NDEL1|81565	602.4436	258.3643	418.6679	445.9327	427.0489	1140.8742	682.9526	415.8353	375.3929	408.0053	401.7019	687.4579	486.3071	290.6621	581.3953	935.5081	472.2054	303.6364	341.2296	472.1679	399.0285	516.1247	437.6913	302.6316	686.9671
NDFIP1|80762	3395.2068	9946.3577	9860.444	4978.1117	7449.3572	6365.0335	8199.9837	8216.3184	8408.6215	4261.0546	4644.3143	3852.6635	8078.0083	9679.7963	5634.8837	9950.5062	5458.3082	4672.7273	7183.3051	6490.0658	9645.0382	11036.6712	7076.9567	4013.8504	7265.1238
NDFIP2|54602	481.6729	2241.16	516.9914	726.2333	526.7347	1368.5863	1627.7036	704.3999	1091.154	328.8979	666.5923	616.6554	518.6722	804.7538	2198.1395	595.0506	496.9789	863.6364	961.0829	517.8352	524.6357	2020.2808	584.6087	550.554	662.2006
NDNL2|56160	571.4286	417.255	1005.4372	620.3855	723.6448	453.7718	631.7311	484.3012	464.3018	409.7251	568.1074	493.5941	571.3693	480.1358	391.6279	638.9201	386.1027	474.5455	571.348	522.3204	444.83	810.4161	596.4145	750.6925	675.1929
NDN|4692	80.3571	12.3507	79.7463	27.442	119.787	200.9419	42.1154	75.1864	207.454	35.6843	129.5343	30.3439	305.8091	28.8625	56.2791	26.6217	66.1631	56.3636	117.8793	192.0476	43.0257	812.274	218.1898	68.5596	49.5331
NDOR1|27158	1038.5338	285.0686	1416.8555	950.6697	1399.703	417.7477	1087.4122	859.393	1136.9555	926.5031	1229.8482	808.4963	1126.971	816.9779	393.9535	843.2696	769.4864	1012.7273	725.8883	1206.1076	868.1471	353.3726	1319.6327	1864.2659	1674.3808
NDP|4693	0	1.3352	0.9062	0	2.4614	2.3135	0.7588	0.8401	46.6996	1.2898	0	0.6743	4.9793	0.6791	0	0	2.719	0	0.564	24.0569	7.6336	0	3.0608	0	0.406
NDRG1|10397	6803.1015	32951.4616	15062.0752	37656.6482	42078.0585	14002.8092	8549.4277	26778.5362	15406.8253	40274.7265	12206.7892	32293.6615	26681.3278	11788.1154	13430.6977	10598.8001	42071.6012	9291.8182	9596.1647	33671.1155	61576.6829	2688.3818	30271.5348	20996.5374	8984.5717
NDRG2|57447	12594.4549	9568.4916	12690.5301	13107.4812	9771.256	7302.3217	9438.7837	9034.5479	8554.1087	9850.5987	12877.2626	6754.8887	9064.3154	9568.4211	9070.6977	8251.5936	4322.0544	13323.6364	7496.8979	6527.5783	7407.009	11778.3451	8429.8207	9354.5706	9179.862
NDRG3|57446	1591.6353	1016.0994	665.1563	834.0412	815.126	951.8301	673.0877	656.9358	394.7014	616.5223	968.3538	596.4262	585.8921	751.4431	684.186	1036.3705	931.4199	1277.2727	967.8511	632.8191	535.3921	1440.9875	532.5754	903.7396	772.229
NDRG4|65009	1306.391	105.4821	190.3036	686.377	89.0198	216.4753	109.2724	117.61	66.4571	105.7632	1795.0447	1174.9831	256.0166	106.6214	268.8372	152.231	258.9124	5764.5455	15.7924	207.9496	23.9417	91.7803	255.3564	565.7895	275.2741
NDST1|3340	2063.9098	3872.794	5261.4409	1734.4005	6651.4608	1718.5822	5714.7952	5204.2424	5073.6417	3691.8248	2078.3707	2436.2778	5770.9544	3258.7436	2587.907	1857.8928	3524.7734	2882.7273	2487.8737	5367.1381	5485.4268	4014.9227	4626.1478	1085.8726	3151.0353
NDST2|8509	697.8383	344.4857	327.1409	490.0359	515.6585	325.5391	394.2154	406.5946	370.0045	547.7332	411.4048	336.143	424.0664	304.2445	321.3953	320.9599	241.0876	611.8182	402.7073	519.4662	376.1277	535.8185	431.5697	261.7729	496.9549
NDST3|9348	3.2895	0.6676	1.3593	0.9801	2.8716	0.3305	1.5177	1.2601	1.3471	2.5796	0.9703	13.149	3.7344	1.6978	0	0.375	0	0	1.128	2.4465	3.1228	2.6011	2.1863	0	0
NDST4|64579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA10|4705	2585.0564	1712.0807	4232.8953	2480.5619	3164.5102	1785.3425	2588.7696	2436.6271	2878.7607	2775.2101	2678.4978	2170.6001	1968.0498	2823.09	4489.3023	3993.2508	1593.3535	2856.3636	2195.1495	2145.1427	2050.3123	3017.6017	2271.0975	3260.3878	2630.5319
NDUFA11|126328	4000.9398	2691.1278	6547.8024	4199.6602	5150.8414	1712.6332	3722.8503	4097.8683	3819.0391	5085.6639	5389.0153	2744.0998	3781.3278	3537.1817	1566.5116	4253.0521	3107.7009	3898.1818	2214.326	3491.9221	2811.2422	3889.3286	4679.0555	7866.946	2597.6451
NDUFA12|55967	2175.282	1752.8048	4564.5673	2414.5704	2597.9833	1466.4133	2265.126	2122.4404	1888.6394	2833.2509	3224.2884	1723.8705	1927.8008	2916.8081	1461.3953	2254.9681	1417.5227	2976.3636	1566.2719	1583.6788	2193.9625	2745.2336	2038.4784	5315.7895	2261.8758
NDUFA13|51079	6913.4352	3902.5025	11277.8568	6244.4593	9244.8865	3159.967	5498.7204	6010.9545	6477.5528	8558.8039	9009.7466	3975.8867	5519.7054	5895.3956	3473.9535	6506.3592	5296.7946	5606.6091	3501.4157	5419.5373	4629.6461	6421.565	7089.2567	14659.1898	6656.2688
NDUFA1|4694	3876.8797	3099.0363	6180.3353	4524.9918	4870.2444	2015.3681	3741.4418	3548.8817	3610.238	5136.8258	4791.7991	2808.4963	3452.6971	3903.2258	4675.814	3697.4128	4195.4683	4940.9091	2985.8996	2812.6201	3083.9695	5292.0434	3041.5391	9326.1773	3925.7004
NDUFA2|4695	1334.1165	1627.9621	4756.6833	1284.2208	3047.1846	1199.3721	2512.5066	2715.1108	2473.7315	1626.4322	1770.3022	800.0674	1763.9004	2614.9406	1047.907	2230.5962	1631.7221	1480.9091	1570.784	2028.1201	1875.7807	2301.567	2831.6572	3174.5152	2012.5863
NDUFA3|4696	2786.1842	1486.763	5525.1473	2664.8154	3403.674	1015.9465	2196.0719	2213.5882	2429.2771	2859.4768	3305.7931	1287.2556	2180.9129	1993.5484	1106.5116	1762.2797	1625.3776	2106.3636	1260.5753	1558.3987	1541.6378	2354.3313	2212.5055	6925.2078	2824.6041
NDUFA4L2|56901	552.1617	83.7848	809.2433	236.524	501.7107	721.474	537.6354	1129.896	960.485	618.242	1088.1852	275.7923	166.39	297.7929	384.6512	149.2313	377.6435	644.5455	479.9774	1100.0941	295.2811	274.2261	694.7967	1088.6427	787.2513
NDUFA4|4697	10294.1729	10859.3116	18504.7576	12839.9216	13635.6178	6196.4802	9764.7039	11808.0437	10245.1729	14053.1826	12114.6112	8106.2036	10992.1162	12683.5314	12746.5116	13134.2332	9112.3867	13540	7409.4755	7746.7337	8503.4698	12481.3745	9269.3485	19146.1219	9909.46
NDUFA5|4698	2925.282	5511.7716	8002.2655	4834.0412	5850.2826	4356.2753	5051.193	4929.119	4729.2322	5012.5755	5644.2027	3894.1335	5017.8423	5308.3192	7102.7907	3512.186	3664.9547	4750	4918.7817	3423.421	4522.9008	4713.4932	4705.2908	6108.0332	4584.6529
NDUFA6|4700	4638.6278	3755.6288	9717.7164	3147.3375	3898.0005	3844.9971	4877.7989	4590.9902	4550.0674	4775.2531	3104.457	3456.8442	4155.6017	5939.219	6925.1163	4707.9115	5060.423	5920.9091	3768.7535	3547.783	4079.8057	3940.2351	4390.4679	11068.5596	4920.0162
NDUFA7|4701	2225.094	1061.4967	3817.3992	2384.1882	2271.0304	782.2854	2007.1217	1790.6122	1738.6619	2271.7599	3166.5559	1307.4848	1768.8797	2139.8981	861.3953	1393.3258	1423.2628	2206.3636	1278.6238	1231.7955	1270.2984	1282.3228	1749.0162	5252.0776	2268.7779
NDUFA8|4702	1691.7293	1210.7071	7044.4042	3065.3381	3593.2	1995.2078	3385.927	3055.7597	3043.1073	1614.3941	4058.7416	2120.7013	2439.4191	3982.0034	1918.6047	3359.2051	2229.003	4330	2492.9498	2356.3542	2646.0791	2204.9561	3191.08	8030.4709	3248.0715
NDUFA9|4704	2852.4436	2794.2733	6095.6049	3737.9941	3740.4724	2860.7783	3713.7442	3230.9146	3494.8361	3263.1828	4140.2464	2804.1133	3491.7012	4654.3294	4268.3721	4148.1065	3660.1208	4703.6364	2804.2865	2236.4774	3114.1568	4735.0448	3203.3231	6175.9003	3460.0081
NDUFAB1|4706	1575.6579	1328.8737	3344.3589	1801.6988	1818.5473	1209.287	2050.3753	1845.2168	1773.6866	1883.9614	2455.3301	1328.0512	1959.751	2718.5059	1752.093	2334.0832	1633.5347	2552.7273	1640.7219	1636.2778	1870.576	2575.4215	1929.1648	2367.036	1676.4109
NDUFAF1|51103	505.1692	574.1429	882.193	591.31	658.8285	460.7122	656.7727	565.3681	676.2461	507.7495	735.9683	568.1052	639.4191	752.1222	769.7674	680.9149	789.426	805.4545	554.9915	450.1497	629.424	872.0984	622.6498	779.7784	729.192
NDUFAF2|91942	56.8609	70.7664	291.7988	57.1709	160.81	115.0128	116.8608	166.3341	88.4598	40.4136	65.98	26.298	89.6266	173.854	84.6512	190.1012	257.4018	55.4545	217.1461	147.6034	189.1048	245.986	183.6467	79.6399	188.7942
NDUFAF3|25915	1564.8496	1483.7588	4296.3299	2380.2679	3036.9289	624.6385	3498.6142	2715.9509	3344.4095	4205.1635	2414.5777	2218.4761	2703.3195	2614.9406	1255.814	1524.5594	2604.8338	2249.0909	991.5398	2704.1601	2150.5899	1022.9599	3900.7433	3533.241	1814.8599
NDUFAF4|29078	444.0789	451.303	917.9882	495.9164	423.7671	399.9009	454.1634	412.4751	389.313	268.2775	698.1268	346.9319	373.029	612.9032	714.4186	410.1987	498.1873	580.9091	595.6007	391.0268	469.8126	1040.0526	440.7521	549.169	389.7686
NDUFB10|4716	3695.0188	2216.4585	6355.2333	3329.9575	3206.7639	2406.3455	3770.2775	2897.4063	3033.6776	3834.9922	4284.8202	1946.3924	2425.7261	3593.2088	2544.6512	3780.2775	3368.5801	4313.6364	2548.2234	2635.2513	2445.177	3988.1689	3455.6187	8488.9197	3608.2014
NDUFB11|54539	3734.9624	1345.8977	3629.8142	3059.7844	2506.9124	1495.8275	3162.0703	3205.2924	2947.463	3347.4494	3853.5244	1781.1868	2199.1701	3287.6061	2422.7907	3520.4349	3168.2779	2810.9091	2457.4168	2094.5824	2244.6218	2822.1506	2953.2138	6482.687	3289.4844
NDUFB1|4707	1016.4474	1135.2674	3426.8237	1495.263	2241.0837	903.5776	1612.5269	1611.677	1831.612	1810.0131	1987.163	876.6015	1647.7178	2149.0662	1420	1872.5159	2363.4441	1666.3636	1240.8347	1332.5083	1745.3158	1975.6912	1751.2024	4310.9418	1601.7052
NDUFB2|4708	4029.5959	4056.3828	6640.6615	4010.7579	5595.9199	2550.4354	4011.9441	5000.9241	3918.2577	6161.3362	5048.9028	3072.8119	4240.2365	4710	5449.7535	4026.2355	3884.5498	4484.5273	3203.5984	3951.4173	3890.3262	4336.7036	4291.6353	7799.8407	4402.7446
NDUFB3|4709	449.2481	644.5755	1049.8414	626.9193	739.6438	893.3322	727.3445	757.3244	665.4692	585.5672	826.2057	546.8645	585.4772	1022.4109	968.3721	1630.2962	439.577	863.6364	639.5939	535.776	816.4469	904.0543	643.2007	843.4903	593.179
NDUFB4|4710	1386.2782	3001.8993	7290.8926	3160.4051	4956.3926	2207.0561	2914.6897	3611.887	3363.269	3381.414	3001.6058	2203.3041	3108.2988	4701.8676	2178.1395	1566.9291	3924.1692	3641.8182	1460.2369	3220.3644	3524.6357	1939.648	3940.0962	4009.0028	1663.0126
